label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2023-24,66,47,0.7121,0.5936,1.4994,0.6748,0.0373,-0.0812,660.0,46.5,7.05,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2024-25,53,41,0.7736,0.6447,1.4979,0.6778,0.0958,-0.033,530.0,73.9,13.94,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2022-23,47,30,0.6383,0.4954,1.5726,0.641,-0.0027,-0.1456,470.0,-6.2,-1.32,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
2025-26,45,37,0.8222,0.6867,1.4227,0.7154,0.1069,-0.0287,450.0,72.3,16.07,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
