month,bets,staked,profit,roi_pct
2022-08,7,70.0,-4.6,-6.57
2022-09,4,40.0,-9.0,-22.5
2022-10,4,40.0,-40.0,-100.0
2022-11,2,20.0,-20.0,-100.0
2022-12,5,50.0,-18.6,-37.2
2023-01,4,40.0,-9.4,-23.5
2023-02,8,80.0,73.3,91.62
2023-03,2,20.0,-20.0,-100.0
2023-04,7,70.0,19.9,28.43
2023-05,4,40.0,28.0,70.0
2023-08,4,40.0,-9.7,-24.25
2023-09,8,80.0,43.1,53.87
2023-10,7,70.0,24.5,35.0
2023-11,5,50.0,13.3,26.6
2023-12,5,50.0,-17.6,-35.2
2024-01,3,30.0,-30.0,-100.0
2024-02,9,90.0,99.4,110.44
2024-03,5,50.0,-19.5,-39.0
2024-04,6,60.0,5.9,9.83
2024-05,3,30.0,2.0,6.67
2024-08,2,20.0,-20.0,-100.0
2024-09,6,60.0,34.4,57.33
2024-10,9,90.0,97.8,108.67
2024-11,7,70.0,58.7,83.86
2024-12,5,50.0,-50.0,-100.0
2025-01,4,40.0,-7.1,-17.75
2025-02,10,100.0,84.1,84.1
2025-03,10,100.0,20.8,20.8
2025-04,2,20.0,14.0,70.0
2025-05,2,20.0,-20.0,-100.0
2025-08,6,60.0,32.4,54.0
2025-09,9,90.0,60.8,67.56
2025-10,5,50.0,14.6,29.2
2025-11,5,50.0,10.4,20.8
2025-12,4,40.0,-7.6,-19.0
2026-01,9,90.0,69.4,77.11
2026-02,6,60.0,0.9,1.5
2026-03,10,100.0,63.5,63.5
2026-04,3,30.0,1.0,3.33
2026-05,2,20.0,-20.0,-100.0
