window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,67,670.0,94.5,14.1,110.0,6,4,True
2023-02,2024-01,81,810.0,75.8,9.36,165.3,6,4,False
2023-08,2024-07,77,770.0,13.3,1.73,165.3,4,6,False
2024-02,2025-01,78,780.0,127.5,16.35,97.3,5,5,False
2024-08,2025-07,84,840.0,64.0,7.62,106.7,5,5,False
2025-02,2026-01,86,860.0,207.3,24.1,90.0,7,3,True
