test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,predicted_closing_edge_pct,lower_closing_edge_pct,predicted_closing_probability,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2024-11,data\historical_csv\football-data\2425\SP2.csv:142,data\historical_csv\football-data\2425\SP2.csv,142,2024-11-09,SP2,Mirandes,Cadiz,draw,0.36201300332807634,0.3462913882617133,2.96,3.0,2.502250925467142,0.01372161506636305,6,0.0,WH,2.0-3.0,sportsbook,0.33783783783783783,1.071558489851106,0.01572161506636305,0.03790365246611807,1.085189268335969,0.1310534145786138,0.39285262620970185,0.16666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,7.358993880792886,5.612302295415517,0.36269930365132735,0.29,0.35679831856559296,True,0.3494375831766143,2.8617414043141878,3.433524620277817,True,draw,True,0.57
2024-11,data\historical_csv\football-data\2425\SP2.csv:144,data\historical_csv\football-data\2425\SP2.csv,144,2024-11-09,SP2,Huesca,Zaragoza,draw,0.3496522477855063,0.3393170579372551,2.96,3.0,0.43784914942750497,0.008335189848251217,6,0.0,WH,2.0-3.0,sportsbook,0.33783783783783783,1.0349706534450986,0.010335189848251214,0.02383851355465739,1.085189268335969,0.12225669438145709,0.3794388669463805,0.16666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,4.2976783214419445,2.5509867360645755,0.3523570213562228,0.13,0.34645603627048843,True,0.36427354724076355,2.7451897278147905,7.824969983266006,True,draw,True,0.25
2024-11,data\historical_csv\football-data\2425\I1.csv:119,data\historical_csv\football-data\2425\I1.csv,119,2024-11-10,I1,Monza,Lazio,home,0.21648307969284458,0.2077872832534773,4.92,5.0,2.231343360710847,0.006695796439367275,6,0.0,BF,4.0-5.0,sportsbook,0.2032520325203252,1.0650967520887953,0.00869579643936727,0.03092988352192493,1.5933085305042167,0.0468649237932985,0.3449243375844334,0.16666666666666666,1.6260162601626105,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,8.318952933343438,5.415668271162111,0.22016047344175496,0.14,0.21425948835602054,True,0.18062551412219632,5.536316421629574,-11.132247051879407,False,away,False,-0.14
2025-01,data\historical_csv\football-data\2425\E2.csv:273,data\historical_csv\football-data\2425\E2.csv,273,2025-01-01,E2,Northampton,Stevenage,home,0.26139172361204055,0.25186130616541463,3.94,4.0,-0.7666453708266352,0.007530417446625933,6,0.0,BF,3.0-4.0,sportsbook,0.25380710659898476,1.0298833910314398,0.009530417446625916,0.028808936038857265,1.3711807233098425,0.06832563317287339,0.35841529264956423,0.16666666666666666,1.522842639593902,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,4.609144745635052,4.609144745635052,0.26550544351684024,0.16,0.26550544351684024,True,0.21209244516495718,4.714925131926502,-16.435576605006872,False,draw,False,-0.16
2025-01,data\historical_csv\football-data\2425\E0.csv:196,data\historical_csv\football-data\2425\E0.csv,196,2025-01-04,E0,Southampton,Brentford,home,0.34686968836640925,0.33664218797178636,2.96,3.0,-0.3539123603512384,0.008227500394622897,6,0.0,B365,2.0-3.0,sportsbook,0.33783783783783783,1.0267342775645714,0.01022750039462289,0.02371928326562779,1.085189268335969,0.12031858070740986,0.37641926332626924,0.16666666666666666,1.3513513513513598,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.352184148841998,4.352184148841998,0.35254116266500674,0.22,0.35254116266500674,True,0.2881155512758787,3.470829656961044,-14.717796822339913,False,away,False,-0.22
2025-01,data\historical_csv\football-data\2425\F1.csv:144,data\historical_csv\football-data\2425\F1.csv,144,2025-01-05,F1,Strasbourg,Auxerre,draw,0.25431212412871823,0.24611234723879966,3.9987999999999997,4.06,-1.584594586148802,0.006199776889918573,6,0.0,1XB,3.0-4.0,sportsbook,0.25007502250675206,1.0169433219659183,0.008199776889918575,0.02437861313596123,1.3859943161108885,0.06467465647886059,0.3524751585604902,0.16666666666666666,1.5304591377413246,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.665032976066529,3.665032976066529,0.2592403545465303,0.12,0.2592403545465303,True,0.24667946430500845,4.053843731246081,-1.3578158137132257,False,home,False,-0.12
2025-01,data\historical_csv\football-data\2425\F1.csv:143,data\historical_csv\football-data\2425\F1.csv,143,2025-01-05,F1,Lens,Toulouse,draw,0.2775326790590497,0.2704493255541035,3.6754,3.73,-0.5990548858448075,0.005083353504946227,6,0.0,1XB,3.0-4.0,sportsbook,0.27207922947162216,1.0200436086136313,0.00708335350494621,0.01831623404559381,1.301661970279187,0.0770243879456935,0.3612537338408639,0.16666666666666666,1.4855525929150515,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.9955672166028346,2.9955672166028346,0.2802295456728597,0.11,0.2802295456728597,True,0.2749016392243673,3.637664740092099,1.0373484805239475,True,away,False,-0.11
2025-01,data\historical_csv\football-data\2425\I2.csv:205,data\historical_csv\football-data\2425\I2.csv,205,2025-01-12,I2,Palermo,Modena,away,0.24369292391044592,0.22956266035852763,4.43,4.5,1.696258538827733,0.012130263551918303,6,0.0,B365,4.0-5.0,sportsbook,0.22573363431151244,1.0795596529232754,0.014130263551918293,0.04977683946365231,1.4883995840570443,0.059386241164022385,0.36271244658595264,0.16666666666666666,1.5801354401805856,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,7.472633112449012,7.472633112449012,0.2426018806150091,0.22,0.24260188061500906,True,0.258024407860914,3.875602344329541,14.304812682384904,True,home,False,-0.22
2025-01,data\historical_csv\football-data\2425\I1.csv:192,data\historical_csv\football-data\2425\I1.csv,192,2025-01-12,I1,Genoa,Parma,draw,0.2704661594104556,0.2644738851903827,3.7538,3.81,-0.721792977234148,0.003992274220072936,6,0.0,1XB,3.0-4.0,sportsbook,0.2663967179924343,1.0152758691949682,0.005992274220072924,0.014760716197453439,1.3227686602400124,0.07315194338624198,0.35776415932363,0.16666666666666666,1.497149555117483,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.7734497272200453,2.7734497272200453,0.27378509704091863,0.1,0.27378509704091863,True,0.28944155160424007,3.4549289639219545,8.650569641199635,True,home,False,-0.1
2025-01,data\historical_csv\football-data\2425\I1.csv:197,data\historical_csv\football-data\2425\I1.csv,197,2025-01-14,I1,Como,Milan,draw,0.2709822019154258,0.2668293475000473,3.7734,3.83,0.6853859856678524,0.002152854415378533,6,0.0,1XB,3.0-4.0,sportsbook,0.26501298563629616,1.0225242407076678,0.0041528544153785485,0.007944634002385306,1.3279764517953756,0.07343135375493261,0.35985798299934524,0.16666666666666666,1.4999734987014346,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.2903046611459708,3.2903046611459708,0.2737327202553293,0.12,0.27373272025532935,True,0.26869696545794874,3.7216646577890016,1.3901129459023887,True,away,False,-0.12
