window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,47,470.0,-6.2,-1.32,70.1,5,5,False
2023-02,2024-01,60,600.0,77.5,12.92,30.0,8,3,True
2023-08,2024-07,66,660.0,46.5,7.05,33.0,6,4,True
2024-02,2025-01,56,560.0,35.2,6.29,33.0,5,5,False
2024-08,2025-07,53,530.0,73.9,13.94,31.5,6,4,True
2025-02,2026-01,43,430.0,43.6,10.14,31.5,6,4,True
