source,columns,key,label,rule_id,rule_description,odds_source,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,discovery_bets,discovery_profit,discovery_roi_pct,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n80_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,211,18,80,0.0,35.0,2575,189.7,7.37,211,186.5,8.84,70.1,25,15,3,1,2025-26,45,72.3,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n120_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,202,18,120,0.0,35.0,2575,189.7,7.37,202,169.0,8.37,70.1,23,15,3,1,2025-26,45,72.3,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n80_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,206,18,80,0.0,10.0,2575,189.7,7.37,206,208.6,10.13,70.1,25,15,4,0,2025-26,43,60.2,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n120_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,197,18,120,0.0,10.0,2575,189.7,7.37,197,191.1,9.7,70.1,23,15,3,1,2025-26,43,60.2,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n80_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,198,18,80,0.02,35.0,2575,189.7,7.37,198,183.0,9.24,70.1,25,15,4,0,2025-26,43,61.2,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train30_n80_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,219,30,80,0.0,10.0,2575,189.7,7.37,219,199.8,9.12,70.1,26,14,4,0,2025-26,46,83.6,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train30_n80_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,217,30,80,0.02,10.0,2575,189.7,7.37,217,192.4,8.87,70.1,26,14,3,1,2025-26,46,83.6,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train30_n80_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,220,30,80,0.0,35.0,2575,189.7,7.37,220,193.1,8.78,70.1,26,14,3,1,2025-26,47,86.4,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n120_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,190,18,120,0.02,35.0,2575,189.7,7.37,190,166.9,8.78,70.1,23,15,3,1,2025-26,43,61.2,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train30_n120_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,210,30,120,0.0,10.0,2575,189.7,7.37,210,182.3,8.68,70.1,24,14,3,1,2025-26,46,83.6,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
