month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-09,2020-12-01..2021-08-31,ABSTAIN_INNER_VALIDATION,445,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,896,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,1452,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2021-12,2021-03-01..2021-11-30,FROZEN_MODEL_EVALUATED,1898,12,6,4.26,-0.36,-8.45,3100.0,498.0,1.0,0.25,5.0,0.0209,2.7231,0.5833,"{'home': 7, 'draw': 2, 'away': 3}"
2022-01,2021-04-01..2021-12-31,FROZEN_MODEL_EVALUATED,2396,4,4,0.98,0.68,69.39,3100.0,446.0,100.0,0.25,5.0,0.0202,12.9222,0.75,"{'away': 2, 'home': 2}"
2022-02,2021-05-01..2022-01-31,FROZEN_MODEL_EVALUATED,2842,21,10,11.38,0.99,8.7,2800.0,627.0,100.0,0.0,5.0,0.0217,8.5019,0.8095,"{'draw': 6, 'home': 10, 'away': 5}"
2022-03,2021-06-01..2022-02-28,FROZEN_MODEL_EVALUATED,3469,23,10,9.91,5.86,59.13,3100.0,473.0,100.0,0.25,5.0,0.0221,10.9614,0.7826,"{'home': 13, 'away': 9, 'draw': 1}"
2022-04,2021-07-01..2022-03-31,FROZEN_MODEL_EVALUATED,3942,9,5,5.93,5.72,96.46,3000.0,654.0,100.0,0.5,5.0,0.0227,14.524,0.8889,"{'home': 6, 'away': 3}"
2022-05,2021-08-01..2022-04-30,FROZEN_MODEL_EVALUATED,4559,5,3,2.91,-0.78,-26.8,3100.0,332.0,100.0,0.5,5.0,0.023,4.5869,0.6,"{'home': 3, 'away': 2}"
2022-08,2021-11-01..2022-07-31,ABSTAIN_INNER_VALIDATION,3532,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2022-09,2021-12-01..2022-08-31,ABSTAIN_INNER_VALIDATION,3601,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2022-10,2022-01-01..2022-09-30,FROZEN_MODEL_EVALUATED,3426,10,9,3.8,2.69,70.79,3100.0,675.0,100.0,0.0,5.0,0.0229,8.6474,1.0,"{'away': 4, 'home': 4, 'draw': 2}"
2022-11,2022-02-01..2022-10-31,FROZEN_MODEL_EVALUATED,3655,9,6,1.31,-0.42,-32.06,3000.0,334.0,1.0,0.0,5.0,0.0218,2.4333,0.6667,"{'away': 3, 'draw': 3, 'home': 3}"
2022-12,2022-03-01..2022-11-30,FROZEN_MODEL_EVALUATED,3362,2,1,0.22,-0.22,-100.0,3100.0,254.0,10.0,0.0,5.0,0.0208,3.8849,0.5,{'away': 2}
2023-01,2022-04-01..2022-12-31,FROZEN_MODEL_EVALUATED,3143,4,4,0.63,-0.04,-6.35,3100.0,459.0,1.0,0.0,5.0,0.021,5.776,0.75,"{'away': 2, 'home': 2}"
2023-02,2022-05-01..2023-01-31,FROZEN_MODEL_EVALUATED,2948,6,5,0.79,-0.38,-48.1,2800.0,496.0,10.0,0.0,5.0,0.0214,3.5204,0.5,"{'away': 4, 'draw': 1, 'home': 1}"
2023-03,2022-06-01..2023-02-28,FROZEN_MODEL_EVALUATED,3113,5,4,1.83,-0.5,-27.32,3100.0,384.0,1.0,0.0,5.0,0.0206,-8.799,0.2,"{'away': 4, 'home': 1}"
2023-04,2022-07-01..2023-03-31,ABSTAIN_INNER_VALIDATION,3497,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-05,2022-08-01..2023-04-30,ABSTAIN_INNER_VALIDATION,4014,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-08,2022-11-01..2023-07-31,ABSTAIN_INNER_VALIDATION,2933,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-09,2022-12-01..2023-08-31,ABSTAIN_INNER_VALIDATION,2871,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-10,2023-01-01..2023-09-30,ABSTAIN_INNER_VALIDATION,3090,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-11,2023-02-01..2023-10-31,ABSTAIN_INNER_VALIDATION,3069,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-12,2023-03-01..2023-11-30,ABSTAIN_INNER_VALIDATION,2933,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-01,2023-04-01..2023-12-31,FROZEN_MODEL_EVALUATED,3114,0,0,0.0,0.0,0.0,3100.0,40.0,10.0,0.0,5.0,0.0201,,,{}
2024-02,2023-05-01..2024-01-31,FROZEN_MODEL_EVALUATED,2580,0,0,0.0,0.0,0.0,2900.0,0.0,100.0,0.0,5.0,0.0202,,,{}
2024-03,2023-06-01..2024-02-29,ABSTAIN_INNER_VALIDATION,2202,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-04,2023-07-01..2024-03-31,ABSTAIN_INNER_VALIDATION,2160,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-05,2023-08-01..2024-04-30,ABSTAIN_INNER_VALIDATION,2148,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-08,2023-11-01..2024-07-31,ABSTAIN_INNER_VALIDATION,969,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2023-12-01..2024-08-31,ABSTAIN_INNER_VALIDATION,942,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-01-01..2024-09-30,ABSTAIN_INNER_VALIDATION,799,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-02-01..2024-10-31,ABSTAIN_INNER_VALIDATION,1162,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-12,2024-03-01..2024-11-30,FROZEN_MODEL_EVALUATED,1556,2,1,0.96,3.62,377.08,3100.0,435.0,100.0,0.25,5.0,0.0222,51.8112,1.0,"{'away': 1, 'home': 1}"
2025-01,2024-04-01..2024-12-31,FROZEN_MODEL_EVALUATED,1991,15,11,2.06,0.15,7.28,3100.0,432.0,100.0,0.0,5.0,0.0214,2.3415,0.8,"{'home': 2, 'draw': 10, 'away': 3}"
2025-02,2024-05-01..2025-01-31,FROZEN_MODEL_EVALUATED,2423,16,10,2.64,1.19,45.08,2800.0,449.0,100.0,0.0,5.0,0.02,3.7797,0.875,"{'away': 1, 'draw': 13, 'home': 2}"
2025-03,2024-06-01..2025-02-28,FROZEN_MODEL_EVALUATED,2872,8,6,1.04,-0.6,-57.69,3100.0,325.0,100.0,0.0,5.0,0.0203,4.4002,0.75,"{'draw': 6, 'away': 2}"
2025-04,2024-07-01..2025-03-31,FROZEN_MODEL_EVALUATED,3197,0,0,0.0,0.0,0.0,3000.0,0.0,100.0,0.0,5.0,0.0193,,,{}
2025-05,2024-08-01..2025-04-30,FROZEN_MODEL_EVALUATED,3193,0,0,0.0,0.0,0.0,3100.0,0.0,100.0,0.0,5.0,0.0191,,,{}
2025-08,2024-11-01..2025-07-31,ABSTAIN_INNER_VALIDATION,2039,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2024-12-01..2025-08-31,FROZEN_MODEL_EVALUATED,2059,12,6,2.17,2.23,102.76,3000.0,414.0,1.0,0.0,5.0,0.0234,7.0862,0.8333,"{'away': 10, 'home': 1, 'draw': 1}"
2025-10,2025-01-01..2025-09-30,FROZEN_MODEL_EVALUATED,2038,8,7,1.57,-0.5,-31.85,3100.0,416.0,100.0,0.25,5.0,0.0228,2.388,0.625,"{'away': 6, 'home': 2}"
2025-11,2025-02-01..2025-10-31,FROZEN_MODEL_EVALUATED,2022,4,4,1.4,0.37,26.43,3000.0,441.0,100.0,0.5,5.0,0.0223,18.9754,0.75,"{'away': 2, 'home': 2}"
2025-12,2025-03-01..2025-11-30,FROZEN_MODEL_EVALUATED,2014,6,5,0.78,0.05,6.41,3100.0,404.0,100.0,0.25,5.0,0.0211,11.7963,0.8333,{'away': 6}
2026-01,2025-04-01..2025-12-31,FROZEN_MODEL_EVALUATED,2093,14,8,2.28,0.86,37.72,3100.0,404.0,100.0,0.0,5.0,0.0211,2.538,0.6429,{'away': 14}
2026-02,2025-05-01..2026-01-31,FROZEN_MODEL_EVALUATED,2497,1,1,0.1,0.35,350.0,2800.0,375.0,100.0,0.25,5.0,0.0209,4.5603,1.0,{'home': 1}
2026-03,2025-06-01..2026-02-28,FROZEN_MODEL_EVALUATED,2872,3,3,0.35,-0.35,-100.0,3100.0,344.0,100.0,0.25,5.0,0.0202,5.9265,0.6667,{'away': 3}
2026-04,2025-07-01..2026-03-31,FROZEN_MODEL_EVALUATED,3216,5,5,0.8,0.64,80.0,3000.0,309.0,10.0,0.0,5.0,0.021,-0.9619,0.4,"{'away': 4, 'home': 1}"
