date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2012-04-15,2012-04,FIN,HJK,Mariehamn,home,home,1.35,"[1.0,1.8)",0.6841873870353182,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.3500000000000001
2012-04-15,2012-04,FIN,HJK,Mariehamn,draw,home,4.47,"[4.0,5.0)",0.20663377460798205,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,HJK,Mariehamn,away,home,8.46,"[7.0,inf)",0.10917883835669971,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,Honka,VPS,home,draw,1.8,"[1.8,2.2)",0.5150297825183544,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,Honka,VPS,draw,draw,3.38,"[2.8,3.5)",0.2742762155423189,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,True,2.38
2012-04-15,2012-04,FIN,Honka,VPS,away,draw,4.4,"[4.0,5.0)",0.21069400193932677,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,KuPS,JJK Jyvaskyla,home,draw,2.35,"[2.2,2.8)",0.39375128883876154,"[0.34,0.42)",market_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,KuPS,JJK Jyvaskyla,draw,draw,3.26,"[2.8,3.5)",0.2838391192549355,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.26
2012-04-15,2012-04,FIN,KuPS,JJK Jyvaskyla,away,draw,2.87,"[2.8,3.5)",0.322409591906303,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,Lahti,Haka,home,home,2.37,"[2.2,2.8)",0.39037433155080214,"[0.34,0.42)",market_favorite,AVG_CLOSE,True,1.37
2012-04-15,2012-04,FIN,Lahti,Haka,draw,home,3.16,"[2.8,3.5)",0.2927807486631016,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,Lahti,Haka,away,home,2.92,"[2.8,3.5)",0.31684491978609625,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,TPS,MyPa,home,away,1.54,"[1.0,1.8)",0.6024613176940354,"[0.55,1.00]",market_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,TPS,MyPa,draw,away,3.75,"[3.5,4.0)",0.2474107811330172,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-15,2012-04,FIN,TPS,MyPa,away,away,6.18,"[5.0,7.0)",0.15012790117294736,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,True,5.18
2012-04-18,2012-04,FIN,Lahti,Honka,home,home,3.26,"[2.8,3.5)",0.28488555292520745,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.26
2012-04-18,2012-04,FIN,Lahti,Honka,draw,home,3.28,"[2.8,3.5)",0.2831484458951757,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-04-18,2012-04,FIN,Lahti,Honka,away,home,2.15,"[1.8,2.2)",0.43196600117961687,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
2012-04-19,2012-04,FIN,VPS,Inter Turku,home,away,3.0,"[2.8,3.5)",0.30902638944422234,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
