columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.42,0.55)",184,7.61,4.14,86,46,40,2026-06,0.49,12.4549
league|odds_bucket|market_prob_bucket,"FIN|[1.0,1.8)|[0.42,0.55)",184,7.61,4.14,86,46,40,2026-06,0.49,12.4549
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.42,0.55)|market_favorite",184,7.61,4.14,86,46,40,2026-06,0.49,12.4549
