window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,65,650.0,85.3,13.12,90.0,7,3,True
2023-02,2024-01,82,820.0,75.9,9.26,98.2,6,4,True
2023-08,2024-07,79,790.0,4.8,0.61,98.2,4,6,False
2024-02,2025-01,84,840.0,251.5,29.94,95.7,7,3,True
2024-08,2025-07,91,910.0,312.0,34.29,57.1,7,3,True
2025-02,2026-01,90,900.0,274.8,30.53,80.0,7,3,True
