date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2022-08-27,SP2,Lugo,Leganes,draw,home,0.366749,0.017255,0.01353,2.9,1.0,False,-1.0,2022-08
2022-10-28,SP2,Tenerife,Zaragoza,draw,away,0.434573,0.01592,0.201532,2.87,1.0,False,-1.0,2022-10
2022-11-20,SP2,Santander,Burgos,draw,away,0.443972,0.01503,0.231064,2.87,1.0,False,-1.0,2022-11
2022-11-30,SP2,Tenerife,Oviedo,draw,away,0.447518,0.01503,0.210965,2.8,1.0,False,-1.0,2022-11
2023-01-22,SP2,Huesca,Oviedo,draw,draw,0.413807,0.014064,0.11928,2.8,1.0,True,1.8,2023-01
2023-01-27,SP2,Santander,Tenerife,draw,draw,0.406835,0.014064,0.099759,2.8,1.0,True,1.8,2023-01
2023-02-17,SP2,Cartagena,Oviedo,draw,home,0.390749,0.013643,0.055899,2.8,1.0,False,-1.0,2023-02
2023-03-03,SP2,Andorra,Las Palmas,draw,draw,0.363226,0.013508,0.014183,2.9,1.0,True,1.9,2023-03
2023-03-04,SP2,Tenerife,Eibar,draw,away,0.37378,0.013508,0.008762,2.8,1.0,False,-1.0,2023-03
2023-03-18,SP2,Tenerife,Las Palmas,draw,home,0.361135,0.013508,0.001166,2.88,1.0,False,-1.0,2023-03
2023-03-19,SP2,Huesca,Zaragoza,draw,draw,0.358352,0.013508,4.9e-05,2.9,1.0,True,1.9,2023-03
2023-04-01,SP2,Burgos,Santander,draw,home,0.37405,0.013494,0.038403,2.88,1.0,False,-1.0,2023-04
2023-04-09,SP2,Ponferradina,Leganes,draw,away,0.372441,0.013494,0.040947,2.9,1.0,False,-1.0,2023-04
2023-04-09,SP2,Huesca,Burgos,draw,home,0.351155,0.013494,0.012985,3.0,1.0,False,-1.0,2023-04
2023-04-21,SP2,Eibar,Zaragoza,draw,draw,0.375132,0.013494,0.048752,2.9,1.0,True,1.9,2023-04
2023-04-23,SP2,Mirandes,Burgos,draw,home,0.375173,0.013494,0.041638,2.88,1.0,False,-1.0,2023-04
2023-04-29,SP2,Tenerife,Leganes,draw,home,0.374257,0.013494,0.038999,2.88,1.0,False,-1.0,2023-04
2023-04-30,SP2,Zaragoza,Las Palmas,draw,draw,0.352061,0.013494,0.015701,3.0,1.0,True,2.0,2023-04
2023-05-07,SP2,Ponferradina,Malaga,draw,home,0.373918,0.013568,0.045014,2.9,1.0,False,-1.0,2023-05
2023-05-07,SP2,Oviedo,Zaragoza,draw,home,0.37141,0.013568,0.030585,2.88,1.0,False,-1.0,2023-05
2023-05-12,SP2,Burgos,Leganes,draw,away,0.378076,0.013568,0.020622,2.8,1.0,False,-1.0,2023-05
2023-08-21,SP2,Huesca,Tenerife,draw,away,0.383123,0.014427,0.032349,2.8,1.0,False,-1.0,2023-08
2023-10-21,SP2,Zaragoza,Eibar,draw,away,0.366091,0.014495,0.012598,2.88,1.0,False,-1.0,2023-10
2023-12-02,SP2,Zaragoza,Leganes,draw,home,0.369458,0.014459,0.064994,3.0,1.0,False,-1.0,2023-12
