combo_id,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2018-04,2019-03,110,110.0,13.64,12.4,11.0,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2018-10,2019-09,120,120.0,-6.47,-5.39,12.85,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2019-04,2020-03,114,114.0,2.36,2.07,13.11,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2019-10,2020-09,100,100.0,11.83,11.83,10.63,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2020-04,2021-03,118,118.0,20.36,17.25,10.63,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2020-10,2021-09,119,119.0,2.82,2.37,15.2,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2021-04,2022-03,96,96.0,-8.96,-9.33,18.6,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2021-10,2022-09,99,99.0,0.47,0.47,15.16,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2022-04,2023-03,105,105.0,15.62,14.88,15.16,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2022-10,2023-09,113,113.0,28.13,24.89,7.34,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2023-04,2024-03,130,130.0,14.41,11.08,9.51,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2023-10,2024-09,138,138.0,7.94,5.75,9.51,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2024-04,2025-03,132,132.0,25.31,19.17,13.04,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2024-10,2025-09,115,115.0,15.89,13.82,14.95,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",2025-04,2026-03,110,110.0,6.81,6.19,14.32,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2013-04,2014-03,132,132.0,-6.32,-4.79,25.0,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2013-10,2014-09,116,116.0,6.21,5.35,14.78,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2014-04,2015-03,119,119.0,4.57,3.84,16.35,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2014-10,2015-09,126,126.0,-11.6,-9.21,30.44,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2015-04,2016-03,126,126.0,-15.4,-12.22,25.3,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2015-10,2016-09,121,121.0,17.07,14.11,8.47,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2016-04,2017-03,118,118.0,25.6,21.69,8.47,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2016-10,2017-09,133,133.0,4.48,3.37,20.81,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2017-04,2018-03,135,135.0,-9.97,-7.39,31.79,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2017-10,2018-09,126,126.0,12.75,10.12,13.02,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2018-04,2019-03,119,119.0,14.14,11.88,11.57,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2018-10,2019-09,126,126.0,6.15,4.88,9.33,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2019-04,2020-03,129,129.0,10.26,7.95,10.77,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2019-10,2020-09,104,104.0,11.05,10.63,12.0,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2020-04,2021-03,110,110.0,14.32,13.02,12.0,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2020-10,2021-09,106,106.0,2.97,2.8,10.91,8,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2021-04,2022-03,90,90.0,3.32,3.69,10.91,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2021-10,2022-09,95,95.0,10.98,11.56,17.16,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2022-04,2023-03,102,102.0,18.59,18.23,17.16,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2022-10,2023-09,120,120.0,27.45,22.88,8.74,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2023-04,2024-03,128,128.0,15.11,11.8,9.2,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2023-10,2024-09,126,126.0,-4.45,-3.53,12.0,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2024-04,2025-03,125,125.0,8.86,7.09,19.39,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2024-10,2025-09,110,110.0,16.14,14.67,13.2,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",2025-04,2026-03,109,109.0,17.51,16.06,13.2,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-04,2014-03,118,118.0,-8.82,-7.47,15.91,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-10,2014-09,118,118.0,-1.5,-1.27,15.48,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-04,2015-03,118,118.0,3.3,2.8,16.35,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-10,2015-09,125,125.0,-10.27,-8.22,25.09,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-04,2016-03,131,131.0,-5.45,-4.16,19.45,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-10,2016-09,120,120.0,14.95,12.46,12.57,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-04,2017-03,118,118.0,15.98,13.54,8.89,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-10,2017-09,145,145.0,14.88,10.26,12.52,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-04,2018-03,142,142.0,10.89,7.67,12.52,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-10,2018-09,122,122.0,35.51,29.11,6.74,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-04,2019-03,127,127.0,23.96,18.87,12.38,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-10,2019-09,132,132.0,-23.29,-17.64,30.23,2,9,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-04,2020-03,130,130.0,-14.02,-10.78,25.27,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-10,2020-09,136,136.0,7.79,5.73,13.32,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-04,2021-03,141,141.0,15.43,10.94,12.32,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-10,2021-09,129,129.0,-2.41,-1.87,20.27,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-04,2022-03,112,112.0,-16.84,-15.04,23.01,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-10,2022-09,106,106.0,-7.38,-6.96,15.8,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-04,2023-03,113,113.0,18.98,16.8,15.97,5,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-10,2023-09,141,141.0,40.15,28.48,8.83,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-04,2024-03,146,146.0,19.46,13.33,9.04,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-10,2024-09,149,149.0,5.87,3.94,9.41,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-04,2025-03,156,156.0,24.2,15.51,14.25,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-10,2025-09,131,131.0,20.64,15.76,11.25,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2025-04,2026-03,117,117.0,12.7,10.85,11.32,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2013-04,2014-03,120,120.0,0.81,0.68,13.4,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2013-10,2014-09,87,87.0,15.65,17.99,8.05,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2014-04,2015-03,90,90.0,15.19,16.88,16.35,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2014-10,2015-09,113,113.0,1.68,1.49,18.5,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2015-04,2016-03,115,115.0,5.56,4.83,11.04,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2015-10,2016-09,110,110.0,11.99,10.9,15.28,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2016-04,2017-03,104,104.0,12.21,11.74,9.12,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2016-10,2017-09,123,123.0,7.05,5.73,15.18,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2017-04,2018-03,123,123.0,0.03,0.02,17.14,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2017-10,2018-09,102,102.0,15.64,15.33,9.02,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2018-04,2019-03,102,102.0,9.14,8.96,10.0,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2018-10,2019-09,112,112.0,-14.75,-13.17,22.53,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2019-04,2020-03,116,116.0,-13.84,-11.93,26.09,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2019-10,2020-09,102,102.0,3.25,3.19,13.55,6,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2020-04,2021-03,108,108.0,13.98,12.94,9.41,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2020-10,2021-09,107,107.0,-3.78,-3.53,17.17,6,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2021-04,2022-03,88,88.0,-8.77,-9.97,18.9,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2021-10,2022-09,102,102.0,-0.65,-0.64,16.37,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2022-04,2023-03,107,107.0,8.65,8.08,16.37,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2022-10,2023-09,110,110.0,17.28,15.71,10.48,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2023-04,2024-03,120,120.0,6.32,5.27,10.48,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2023-10,2024-09,127,127.0,7.05,5.55,10.04,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|odds_bucket|market_prob_bucket=NOR|[2.2,2.8)|[0.42,0.55)",2024-04,2025-03,130,130.0,26.12,20.09,15.38,5,6,False
