date,bets,staked,profit,month
2022-08-12,0,0.0,0.0,2022-08
2022-08-13,0,0.0,0.0,2022-08
2022-09-17,0,0.0,0.0,2022-09
2022-09-18,0,0.0,0.0,2022-09
2022-10-30,0,0.0,0.0,2022-10
2022-10-31,0,0.0,0.0,2022-10
2022-12-25,0,0.0,0.0,2022-12
2022-12-26,0,0.0,0.0,2022-12
2022-12-27,0,0.0,0.0,2022-12
2022-12-28,0,0.0,0.0,2022-12
2022-12-29,0,0.0,0.0,2022-12
2023-01-05,0,0.0,0.0,2023-01
2023-01-06,0,0.0,0.0,2023-01
2023-01-07,0,0.0,0.0,2023-01
2023-01-08,0,0.0,0.0,2023-01
2023-01-09,0,0.0,0.0,2023-01
2023-01-10,0,0.0,0.0,2023-01
2023-01-11,0,0.0,0.0,2023-01
2023-01-12,0,0.0,0.0,2023-01
2023-01-13,0,0.0,0.0,2023-01
2023-01-14,0,0.0,0.0,2023-01
2023-01-15,0,0.0,0.0,2023-01
2023-01-16,0,0.0,0.0,2023-01
2023-01-17,0,0.0,0.0,2023-01
2023-01-18,0,0.0,0.0,2023-01
2023-01-19,0,0.0,0.0,2023-01
2023-01-20,0,0.0,0.0,2023-01
2023-01-21,0,0.0,0.0,2023-01
2023-01-22,0,0.0,0.0,2023-01
2023-01-23,0,0.0,0.0,2023-01
2023-01-24,0,0.0,0.0,2023-01
2023-01-25,0,0.0,0.0,2023-01
2023-01-26,0,0.0,0.0,2023-01
2023-01-27,0,0.0,0.0,2023-01
2023-02-01,1,1.0,0.2,2023-02
2023-02-02,1,1.0,-1.0,2023-02
2023-02-03,0,0.0,0.0,2023-02
2023-02-04,0,0.0,0.0,2023-02
2023-02-05,0,0.0,0.0,2023-02
2023-02-06,0,0.0,0.0,2023-02
2023-02-07,0,0.0,0.0,2023-02
2023-02-08,0,0.0,0.0,2023-02
2023-02-09,0,0.0,0.0,2023-02
2023-02-10,0,0.0,0.0,2023-02
2023-02-11,0,0.0,0.0,2023-02
2023-02-12,0,0.0,0.0,2023-02
2023-02-13,0,0.0,0.0,2023-02
2023-02-14,0,0.0,0.0,2023-02
2023-02-15,0,0.0,0.0,2023-02
2023-02-16,0,0.0,0.0,2023-02
2023-02-17,0,0.0,0.0,2023-02
2023-02-18,0,0.0,0.0,2023-02
2023-02-19,0,0.0,0.0,2023-02
2023-02-20,0,0.0,0.0,2023-02
2023-02-21,0,0.0,0.0,2023-02
2023-02-22,0,0.0,0.0,2023-02
2023-02-23,0,0.0,0.0,2023-02
2023-02-24,0,0.0,0.0,2023-02
2023-02-25,0,0.0,0.0,2023-02
