label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.2,2.8)",100,42,0.42,0.328,2.461,0.4085,0.0115,-0.0805,1000.0,38.7,3.87,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
"[1.8,2.2)",51,28,0.549,0.4138,2.0271,0.4945,0.0545,-0.0807,510.0,48.6,9.53,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[2.8,3.3)",45,11,0.2444,0.1424,3.0502,0.3284,-0.084,-0.1861,450.0,-116.4,-25.87,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[4.0,+)",41,10,0.2439,0.1382,5.012,0.2049,0.039,-0.0667,410.0,46.6,11.37,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[3.3,3.5)",37,11,0.2973,0.1749,3.3816,0.2958,0.0015,-0.1209,370.0,0.5,0.14,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[3.5,4.0)",33,13,0.3939,0.2468,3.7318,0.2683,0.1256,-0.0215,330.0,157.1,47.61,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[1.0,1.8)",8,4,0.5,0.2152,1.4863,0.691,-0.191,-0.4758,80.0,-24.7,-30.87,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
