date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2012-07-21,2012-07,MEX,Chiapas,Tigres UANL,home,away,2.74,"[2.2,2.8)",0.33607746929044074,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Chiapas,Tigres UANL,draw,away,3.1,"[2.8,3.5)",0.29704911801800243,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Chiapas,Tigres UANL,away,away,2.51,"[2.2,2.8)",0.3668734126915568,"[0.34,0.42)",market_favorite,AVG_CLOSE,True,1.5099999999999998
2012-07-21,2012-07,MEX,Club Tijuana,Puebla,home,home,1.93,"[1.8,2.2)",0.4771126693287988,"[0.42,0.55)",market_favorite,AVG_CLOSE,True,0.9299999999999999
2012-07-21,2012-07,MEX,Club Tijuana,Puebla,draw,home,3.26,"[2.8,3.5)",0.2824624085290128,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Club Tijuana,Puebla,away,home,3.83,"[3.5,4.0)",0.24042492214218839,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Cruz Azul,Monarcas,home,draw,2.0,"[1.8,2.2)",0.4597078302753747,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Cruz Azul,Monarcas,draw,draw,3.26,"[2.8,3.5)",0.28202934372722377,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.26
2012-07-21,2012-07,MEX,Cruz Azul,Monarcas,away,draw,3.56,"[3.5,4.0)",0.2582628259974015,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Queretaro,Club Leon,home,away,3.26,"[2.8,3.5)",0.28293213385398647,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Queretaro,Club Leon,draw,away,3.18,"[2.8,3.5)",0.2900499233849043,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-21,2012-07,MEX,Queretaro,Club Leon,away,away,2.16,"[1.8,2.2)",0.42701794276110916,"[0.42,0.55)",market_favorite,AVG_CLOSE,True,1.1600000000000001
2012-07-22,2012-07,MEX,Atlas,UNAM Pumas,home,draw,2.53,"[2.2,2.8)",0.3637814120462704,"[0.34,0.42)",market_favorite,AVG_CLOSE,False,-1.0
2012-07-22,2012-07,MEX,Atlas,UNAM Pumas,draw,draw,3.04,"[2.8,3.5)",0.3027522935779816,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.04
2012-07-22,2012-07,MEX,Atlas,UNAM Pumas,away,draw,2.76,"[2.2,2.8)",0.3334662943757479,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-07-22,2012-07,MEX,Monterrey,Club America,home,draw,1.92,"[1.8,2.2)",0.48161918588208685,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
