month,bets,staked,profit,roi_pct
2021-09,0,0.0,0.0,0.0
2021-10,0,0.0,0.0,0.0
2021-11,0,0.0,0.0,0.0
2021-12,6,12.84,7.62,59.35
2022-01,1,1.28,3.14,245.31
2022-02,14,43.91,20.31,46.25
2022-03,11,47.49,-12.27,-25.84
2022-04,8,47.36,33.02,69.72
2022-05,5,25.84,2.47,9.56
2022-08,2,2.71,4.41,162.73
2022-09,3,1.9,-1.9,-100.0
2022-10,4,12.79,10.48,81.94
2022-11,3,1.62,-0.29,-17.9
2022-12,0,0.0,0.0,0.0
2023-01,1,0.49,-0.49,-100.0
2023-02,7,4.78,-2.72,-56.9
2023-03,5,23.36,-0.84,-3.6
2023-04,10,37.26,18.95,50.86
2023-05,3,14.26,6.14,43.06
2023-08,1,0.34,0.83,244.12
2023-09,0,0.0,0.0,0.0
2023-10,1,1.55,1.0,64.52
2023-11,0,0.0,0.0,0.0
2023-12,1,1.23,-1.23,-100.0
2024-01,0,0.0,0.0,0.0
2024-02,2,0.51,1.56,305.88
2024-03,1,0.18,0.56,311.11
2024-04,2,0.44,0.14,31.82
2024-05,2,0.82,1.04,126.83
2024-08,14,5.79,-1.28,-22.11
2024-09,5,2.21,0.4,18.1
2024-10,8,12.7,-3.84,-30.24
2024-11,3,1.26,1.4,111.11
2024-12,2,2.81,8.51,302.85
2025-01,5,4.39,2.92,66.51
2025-02,13,16.43,11.79,71.76
2025-03,6,3.48,-0.39,-11.21
2025-04,9,2.48,-1.46,-58.87
2025-05,8,5.62,1.51,26.87
2025-08,7,2.8,-1.28,-45.71
2025-09,8,4.01,4.48,111.72
2025-10,10,10.18,3.7,36.35
2025-11,1,0.33,-0.33,-100.0
2025-12,1,0.36,1.13,313.89
2026-01,2,3.46,3.63,104.91
2026-02,0,0.0,0.0,0.0
2026-03,2,1.36,1.68,123.53
2026-04,4,3.44,-2.54,-73.84
