month,date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit
2025-09,2025-09-13,E0,Brentford,Chelsea,away,draw,0.607773,0.015855,0.024018,1.73,1.0,False,-1.0
2025-09,2025-09-27,SC0,Motherwell,Aberdeen,draw,home,0.31703,0.020932,0.036344,3.5,1.0,False,-1.0
2025-09,2025-09-27,T1,Eyupspor,Goztep,away,draw,0.591501,0.016657,0.028971,1.79,1.0,False,-1.0
2025-10,2025-10-05,F1,Lille,Paris SG,away,draw,0.603181,0.017848,0.024333,1.75,1.0,False,-1.0
2025-12,2025-12-27,I1,Parma,Fiorentina,draw,home,0.358682,0.016394,0.026863,3.0,1.0,False,-1.0
2026-02,2026-02-15,SP1,Oviedo,Ath Bilbao,draw,away,0.34927,0.015224,0.03554,3.1,1.0,False,-1.0
