month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,positive_clv_validation_brier,minimum_positive_clv_probability,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,1185,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,1943,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2021-12,2021-03-01..2021-11-30,FROZEN_MODEL_EVALUATED,2525,6,4,2.27,1.5,66.08,3100.0,681.0,1.0,0.5,ridge,5.0,0.0204,,,0.0,0.224326,0.0,3.7813,0.6667,"{'home': 5, 'away': 1}"
2022-01,2021-04-01..2021-12-31,FROZEN_MODEL_EVALUATED,3206,4,4,1.41,0.88,62.41,3100.0,576.0,1.0,0.25,ridge,5.0,0.0203,,,0.0,0.218542,0.0,12.9222,0.75,"{'away': 2, 'home': 2}"
2022-02,2021-05-01..2022-01-31,FROZEN_MODEL_EVALUATED,3782,23,11,8.73,3.1,35.51,2800.0,851.0,100.0,0.0,ridge,5.0,0.0218,,,0.0,0.222278,0.0,3.1127,0.6957,"{'draw': 6, 'home': 11, 'away': 6}"
2022-03,2021-06-01..2022-02-28,FROZEN_MODEL_EVALUATED,4633,16,9,5.26,-1.64,-31.18,3100.0,659.0,100.0,0.25,ridge,5.0,0.0222,,,0.0,0.22352,0.0,6.91,0.75,"{'home': 11, 'away': 4, 'draw': 1}"
2022-04,2021-07-01..2022-03-31,FROZEN_MODEL_EVALUATED,5292,15,7,6.55,3.4,51.91,3000.0,899.0,10.0,0.25,ridge,5.0,0.0225,,,0.0,0.223345,0.0,5.5525,0.7333,"{'home': 9, 'away': 6}"
2022-05,2021-08-01..2022-04-30,FROZEN_MODEL_EVALUATED,6146,6,4,2.92,-0.74,-25.34,3100.0,464.0,100.0,0.5,ridge,5.0,0.0229,,,0.0,0.221218,0.0,4.4721,0.6667,"{'home': 4, 'away': 2}"
2022-08,2021-11-01..2022-07-31,ABSTAIN_INNER_VALIDATION,4801,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-09,2021-12-01..2022-08-31,ABSTAIN_INNER_VALIDATION,4949,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2022-10,2022-01-01..2022-09-30,FROZEN_MODEL_EVALUATED,4837,8,7,2.07,0.42,20.29,3100.0,938.0,100.0,0.0,ridge,5.0,0.0229,,,0.0,0.22732,0.0,5.0166,0.875,"{'home': 4, 'away': 1, 'draw': 3}"
2022-11,2022-02-01..2022-10-31,FROZEN_MODEL_EVALUATED,5199,5,4,0.74,-0.35,-47.3,3000.0,428.0,100.0,0.0,ridge,5.0,0.0221,,,0.0,0.224937,0.0,1.723,0.6,"{'draw': 2, 'home': 3}"
2022-12,2022-03-01..2022-11-30,FROZEN_MODEL_EVALUATED,4776,1,1,0.11,-0.11,-100.0,3100.0,312.0,100.0,0.0,ridge,5.0,0.021,,,0.0,0.225397,0.0,9.3001,1.0,{'away': 1}
