date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,won,unit_profit
2022-08-06,2022-08,E3,Hartlepool,AFC Wimbledon,draw,draw,3.1,"[2.8,3.5)",0.3053042763157895,"[0.28,0.34)",market_non_favorite,True,2.1
2022-08-06,2022-08,E3,Hartlepool,AFC Wimbledon,away,draw,2.75,"[2.2,2.8)",0.3441611842105263,"[0.34,0.42)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Milton Keynes Dons,Sheffield Weds,home,away,3.2,"[2.8,3.5)",0.2948717948717948,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Milton Keynes Dons,Sheffield Weds,draw,away,3.2,"[2.8,3.5)",0.2948717948717948,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Milton Keynes Dons,Sheffield Weds,away,away,2.3,"[2.2,2.8)",0.41025641025641024,"[0.34,0.42)",market_favorite,True,1.2999999999999998
2022-08-06,2022-08,E0,Everton,Chelsea,home,away,5.5,"[5.0,7.0)",0.17267730258747824,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Everton,Chelsea,draw,away,4.0,"[4.0,5.0)",0.23743129105778257,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Everton,Chelsea,away,away,1.61,"[1.0,1.8)",0.5898914063547392,"[0.55,1.00]",market_favorite,True,0.6100000000000001
2022-08-06,2022-08,E0,Bournemouth,Aston Villa,home,home,3.75,"[3.5,4.0)",0.25339366515837103,"[0.20,0.28)",market_non_favorite,True,2.75
2022-08-06,2022-08,E0,Bournemouth,Aston Villa,draw,home,3.5,"[3.5,4.0)",0.27149321266968324,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Bournemouth,Aston Villa,away,home,2.0,"[1.8,2.2)",0.4751131221719457,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,D2,Regensburg,Nurnberg,home,draw,2.7,"[2.2,2.8)",0.3500611995104039,"[0.34,0.42)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Regensburg,Nurnberg,draw,draw,3.3,"[2.8,3.5)",0.2864137086903305,"[0.28,0.34)",market_non_favorite,True,2.3
2022-08-06,2022-08,D2,Regensburg,Nurnberg,away,draw,2.6,"[2.2,2.8)",0.36352509179926557,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,D2,Paderborn,Hannover,home,home,2.05,"[1.8,2.2)",0.4603234298608499,"[0.42,0.55)",market_favorite,True,1.0499999999999998
2022-08-06,2022-08,D2,Paderborn,Hannover,draw,home,3.6,"[3.5,4.0)",0.26212861978187285,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Paderborn,Hannover,away,home,3.4,"[2.8,3.5)",0.27754795035727714,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Hamburg,Heidenheim,home,home,1.7,"[1.0,1.8)",0.5608856088560886,"[0.55,1.00]",market_favorite,True,0.7
2022-08-06,2022-08,D2,Hamburg,Heidenheim,draw,home,4.0,"[4.0,5.0)",0.23837638376383766,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Hamburg,Heidenheim,away,home,4.75,"[4.0,5.0)",0.2007380073800738,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Wolfsburg,Werder Bremen,home,draw,1.85,"[1.8,2.2)",0.5066666666666666,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,D1,Wolfsburg,Werder Bremen,draw,draw,3.8,"[3.5,4.0)",0.24666666666666667,"[0.20,0.28)",market_non_favorite,True,2.8
2022-08-06,2022-08,D1,Wolfsburg,Werder Bremen,away,draw,3.8,"[3.5,4.0)",0.24666666666666667,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Union Berlin,Hertha,home,home,1.72,"[1.0,1.8)",0.5432158377595365,"[0.42,0.55)",market_favorite,True,0.72
2022-08-06,2022-08,D1,Union Berlin,Hertha,draw,home,3.75,"[3.5,4.0)",0.2491549975857074,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Union Berlin,Hertha,away,home,4.5,"[4.0,5.0)",0.20762916465475614,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Fulham,Liverpool,home,draw,11.0,"[7.0,inf)",0.08595988538681948,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Fulham,Liverpool,draw,draw,6.0,"[5.0,7.0)",0.15759312320916904,"[0.00,0.20)",market_non_favorite,True,5.0
2022-08-06,2022-08,E0,Fulham,Liverpool,away,draw,1.25,"[1.0,1.8)",0.7564469914040115,"[0.55,1.00]",market_favorite,False,-1.0
2022-08-06,2022-08,D1,M'gladbach,Hoffenheim,home,home,2.05,"[1.8,2.2)",0.46052631578947373,"[0.42,0.55)",market_favorite,True,1.0499999999999998
2022-08-06,2022-08,D1,M'gladbach,Hoffenheim,draw,home,4.2,"[4.0,5.0)",0.22478070175438597,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,M'gladbach,Hoffenheim,away,home,3.0,"[2.8,3.5)",0.31469298245614036,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Bochum,Mainz,home,away,3.2,"[2.8,3.5)",0.29448818897637796,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Bochum,Mainz,draw,away,3.4,"[2.8,3.5)",0.2771653543307087,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Bochum,Mainz,away,away,2.2,"[2.2,2.8)",0.42834645669291344,"[0.42,0.55)",market_favorite,True,1.2000000000000002
2022-08-06,2022-08,D1,Augsburg,Freiburg,home,away,3.3,"[2.8,3.5)",0.28754298815437523,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Augsburg,Freiburg,draw,away,3.5,"[3.5,4.0)",0.2711119602598395,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Augsburg,Freiburg,away,away,2.15,"[1.8,2.2)",0.44134505158578524,"[0.42,0.55)",market_favorite,True,1.15
2022-08-06,2022-08,B1,Mechelen,St. Gilloise,home,home,3.0,"[2.8,3.5)",0.30434782608695654,"[0.28,0.34)",market_non_favorite,True,2.0
2022-08-06,2022-08,B1,Mechelen,St. Gilloise,draw,home,3.5,"[3.5,4.0)",0.2608695652173913,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,B1,Mechelen,St. Gilloise,away,home,2.1,"[1.8,2.2)",0.4347826086956522,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,B1,Kortrijk,St Truiden,home,draw,3.0,"[2.8,3.5)",0.3084660519698239,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,B1,Kortrijk,St Truiden,draw,draw,3.2,"[2.8,3.5)",0.28918692372170995,"[0.28,0.34)",market_non_favorite,True,2.2
2022-08-06,2022-08,B1,Kortrijk,St Truiden,away,draw,2.3,"[2.2,2.8)",0.4023470243084661,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,B1,Genk,Eupen,home,home,1.36,"[1.0,1.8)",0.6751142501038637,"[0.55,1.00]",market_favorite,True,0.3600000000000001
2022-08-06,2022-08,B1,Genk,Eupen,draw,home,5.0,"[5.0,7.0)",0.18363107602825096,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,B1,Genk,Eupen,away,home,6.5,"[5.0,7.0)",0.14125467386788534,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,B1,Charleroi,Oostende,home,away,1.6,"[1.0,1.8)",0.5743651753325272,"[0.55,1.00]",market_favorite,False,-1.0
2022-08-06,2022-08,B1,Charleroi,Oostende,draw,away,3.8,"[3.5,4.0)",0.24183796856106404,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,B1,Charleroi,Oostende,away,away,5.0,"[5.0,7.0)",0.1837968561064087,"[0.00,0.20)",market_non_favorite,True,4.0
2022-08-06,2022-08,E2,Oxford,Cambridge,home,home,1.7,"[1.0,1.8)",0.5627009646302251,"[0.55,1.00]",market_favorite,True,0.7
2022-08-06,2022-08,E2,Oxford,Cambridge,draw,home,3.75,"[3.5,4.0)",0.255091103965702,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Oxford,Cambridge,away,home,5.25,"[5.0,7.0)",0.18220793140407288,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Dortmund,Leverkusen,home,home,2.0,"[1.8,2.2)",0.4759206798866855,"[0.42,0.55)",market_favorite,True,1.0
2022-08-06,2022-08,D1,Dortmund,Leverkusen,draw,home,4.2,"[4.0,5.0)",0.22662889518413595,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D1,Dortmund,Leverkusen,away,home,3.2,"[2.8,3.5)",0.29745042492917845,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Leeds,Wolves,home,home,2.25,"[2.2,2.8)",0.42285270112708895,"[0.42,0.55)",market_favorite,True,1.25
2022-08-06,2022-08,E0,Leeds,Wolves,draw,home,3.4,"[2.8,3.5)",0.27982899339292655,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Leeds,Wolves,away,home,3.2,"[2.8,3.5)",0.29731830547998445,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Hansa Rostock,Bielefeld,home,home,2.45,"[2.2,2.8)",0.3865105008077544,"[0.34,0.42)",market_favorite,True,1.4500000000000002
2022-08-06,2022-08,D2,Hansa Rostock,Bielefeld,draw,home,3.3,"[2.8,3.5)",0.28695476575121165,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,D2,Hansa Rostock,Bielefeld,away,home,2.9,"[2.8,3.5)",0.32653473344103395,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Tottenham,Southampton,home,home,1.33,"[1.0,1.8)",0.7151598592626587,"[0.55,1.00]",market_favorite,True,0.33000000000000007
2022-08-06,2022-08,E0,Tottenham,Southampton,draw,home,5.5,"[5.0,7.0)",0.17293865687624294,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Tottenham,Southampton,away,home,8.5,"[7.0,inf)",0.11190148386109836,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Forest Green,Ipswich,home,away,3.8,"[3.5,4.0)",0.24890190336749632,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Forest Green,Ipswich,draw,away,3.4,"[2.8,3.5)",0.2781844802342606,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Forest Green,Ipswich,away,away,2.0,"[1.8,2.2)",0.47291361639824303,"[0.42,0.55)",market_favorite,True,1.0
2022-08-06,2022-08,E2,Fleetwood Town,Plymouth,home,home,3.0,"[2.8,3.5)",0.3157894736842105,"[0.28,0.34)",market_non_favorite,True,2.0
2022-08-06,2022-08,E2,Fleetwood Town,Plymouth,draw,home,3.6,"[3.5,4.0)",0.2631578947368421,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Fleetwood Town,Plymouth,away,home,2.25,"[2.2,2.8)",0.42105263157894735,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,E0,Newcastle,Nott'm Forest,home,home,1.66,"[1.0,1.8)",0.5704400537557545,"[0.55,1.00]",market_favorite,True,0.6599999999999999
2022-08-06,2022-08,E0,Newcastle,Nott'm Forest,draw,home,3.8,"[3.5,4.0)",0.24919223400909268,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E0,Newcastle,Nott'm Forest,away,home,5.25,"[5.0,7.0)",0.1803677122351528,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Charlton,Derby,home,home,2.75,"[2.2,2.8)",0.34376153183812375,"[0.34,0.42)",market_non_favorite,True,1.75
2022-08-06,2022-08,E2,Charlton,Derby,draw,home,3.2,"[2.8,3.5)",0.2954200664233876,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Charlton,Derby,away,home,2.62,"[2.2,2.8)",0.3608184017384886,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,E2,Burton,Bristol Rvs,home,away,2.7,"[2.2,2.8)",0.3532608695652174,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,E2,Burton,Bristol Rvs,draw,away,3.25,"[2.8,3.5)",0.29347826086956524,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Burton,Bristol Rvs,away,away,2.7,"[2.2,2.8)",0.3532608695652174,"[0.34,0.42)",market_non_favorite,True,1.7000000000000002
2022-08-06,2022-08,E2,Bolton,Wycombe,home,home,2.37,"[2.2,2.8)",0.39869517941283067,"[0.34,0.42)",market_favorite,True,1.37
2022-08-06,2022-08,E2,Bolton,Wycombe,draw,home,3.3,"[2.8,3.5)",0.286335628851033,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Bolton,Wycombe,away,home,3.0,"[2.8,3.5)",0.31496919173613624,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Barnsley,Cheltenham,home,home,1.8,"[1.8,2.2)",0.5292652552926526,"[0.42,0.55)",market_favorite,True,0.8
2022-08-06,2022-08,E2,Barnsley,Cheltenham,draw,home,3.4,"[2.8,3.5)",0.28019925280199254,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Barnsley,Cheltenham,away,home,5.0,"[5.0,7.0)",0.19053549190535493,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Swansea,Blackburn,home,away,2.4,"[2.2,2.8)",0.3979853841595892,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Swansea,Blackburn,draw,away,3.25,"[2.8,3.5)",0.29389689907169664,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Swansea,Blackburn,away,away,3.1,"[2.8,3.5)",0.3081177167687142,"[0.28,0.34)",market_non_favorite,True,2.1
2022-08-06,2022-08,E2,Exeter,Port Vale,home,home,2.4,"[2.2,2.8)",0.39616613418530355,"[0.34,0.42)",market_favorite,True,1.4
2022-08-06,2022-08,E2,Exeter,Port Vale,draw,home,3.2,"[2.8,3.5)",0.2971246006389776,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E2,Exeter,Port Vale,away,home,3.1,"[2.8,3.5)",0.30670926517571884,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Sheffield United,Millwall,home,home,1.83,"[1.8,2.2)",0.5182625863770978,"[0.42,0.55)",market_favorite,True,0.8300000000000001
2022-08-06,2022-08,E1,Sheffield United,Millwall,draw,home,3.5,"[3.5,4.0)",0.27097729516288255,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Sheffield United,Millwall,away,home,4.5,"[4.0,5.0)",0.21076011846001974,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Reading,Cardiff,home,home,2.5,"[2.2,2.8)",0.3800403225806452,"[0.34,0.42)",market_favorite,True,1.5
2022-08-06,2022-08,E1,Reading,Cardiff,draw,home,3.25,"[2.8,3.5)",0.2923387096774194,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Reading,Cardiff,away,home,2.9,"[2.8,3.5)",0.3276209677419355,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,QPR,Middlesbrough,home,home,3.0,"[2.8,3.5)",0.31654676258992803,"[0.28,0.34)",market_non_favorite,True,2.0
2022-08-06,2022-08,E1,QPR,Middlesbrough,draw,home,3.3,"[2.8,3.5)",0.2877697841726619,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,QPR,Middlesbrough,away,home,2.4,"[2.2,2.8)",0.3956834532374101,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Preston,Hull,home,draw,1.95,"[1.8,2.2)",0.48519443453442745,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Preston,Hull,draw,draw,3.4,"[2.8,3.5)",0.27827327863003926,"[0.20,0.28)",market_non_favorite,True,2.4
2022-08-06,2022-08,E1,Preston,Hull,away,draw,4.0,"[4.0,5.0)",0.23653228683553335,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Norwich,Wigan,home,draw,1.66,"[1.0,1.8)",0.5626507100116103,"[0.55,1.00]",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Norwich,Wigan,draw,draw,3.6,"[3.5,4.0)",0.2594444940609092,"[0.20,0.28)",market_non_favorite,True,2.6
2022-08-06,2022-08,E1,Norwich,Wigan,away,draw,5.25,"[5.0,7.0)",0.17790479592748057,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Burnley,Luton,home,draw,1.75,"[1.0,1.8)",0.5413887799136916,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Burnley,Luton,draw,draw,3.75,"[3.5,4.0)",0.2526480972930561,"[0.20,0.28)",market_non_favorite,True,2.75
2022-08-06,2022-08,E1,Burnley,Luton,away,draw,4.6,"[4.0,5.0)",0.20596312279325227,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Bristol City,Sunderland,home,away,2.45,"[2.2,2.8)",0.384811677043993,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-06,2022-08,E1,Bristol City,Sunderland,draw,away,3.25,"[2.8,3.5)",0.29008880269470244,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Bristol City,Sunderland,away,away,2.9,"[2.8,3.5)",0.3250995202613045,"[0.28,0.34)",market_non_favorite,True,1.9
2022-08-06,2022-08,E1,Stoke,Blackpool,home,home,2.05,"[1.8,2.2)",0.4652011310772599,"[0.42,0.55)",market_favorite,True,1.0499999999999998
2022-08-06,2022-08,E1,Stoke,Blackpool,draw,home,3.4,"[2.8,3.5)",0.2804889172671714,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-06,2022-08,E1,Stoke,Blackpool,away,home,3.75,"[3.5,4.0)",0.25430995165556874,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Karagumruk,Alanyaspor,home,away,2.55,"[2.2,2.8)",0.3582853486884197,"[0.34,0.42)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Karagumruk,Alanyaspor,draw,away,3.5,"[3.5,4.0)",0.26103646833013433,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Karagumruk,Alanyaspor,away,away,2.4,"[2.2,2.8)",0.3806781829814459,"[0.34,0.42)",market_favorite,True,1.4
2022-08-07,2022-08,F1,Toulouse,Nice,home,draw,2.87,"[2.8,3.5)",0.3313785347043702,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Toulouse,Nice,draw,draw,3.3,"[2.8,3.5)",0.28819890745501286,"[0.28,0.34)",market_non_favorite,True,2.3
2022-08-07,2022-08,F1,Toulouse,Nice,away,draw,2.5,"[2.2,2.8)",0.380422557840617,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-07,2022-08,N1,AZ Alkmaar,Go Ahead Eagles,home,home,1.4,"[1.0,1.8)",0.6818181818181818,"[0.55,1.00]",market_favorite,True,0.3999999999999999
2022-08-07,2022-08,N1,AZ Alkmaar,Go Ahead Eagles,draw,home,5.0,"[5.0,7.0)",0.19090909090909092,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,AZ Alkmaar,Go Ahead Eagles,away,home,7.5,"[7.0,inf)",0.12727272727272726,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Groningen,Volendam,home,draw,1.72,"[1.0,1.8)",0.5472768867149485,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-07,2022-08,N1,Groningen,Volendam,draw,draw,4.0,"[4.0,5.0)",0.2353290612874278,"[0.20,0.28)",market_non_favorite,True,3.0
2022-08-07,2022-08,N1,Groningen,Volendam,away,draw,4.33,"[4.0,5.0)",0.21739405199762382,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Nijmegen,Twente,home,away,3.1,"[2.8,3.5)",0.30579150579150577,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Nijmegen,Twente,draw,away,3.6,"[3.5,4.0)",0.2633204633204633,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Nijmegen,Twente,away,away,2.2,"[2.2,2.8)",0.43088803088803085,"[0.42,0.55)",market_favorite,True,1.2000000000000002
2022-08-07,2022-08,N1,Vitesse,Feyenoord,home,away,3.8,"[3.5,4.0)",0.25,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Vitesse,Feyenoord,draw,away,3.8,"[3.5,4.0)",0.25,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,N1,Vitesse,Feyenoord,away,away,1.9,"[1.8,2.2)",0.5,"[0.42,0.55)",market_favorite,True,0.8999999999999999
2022-08-07,2022-08,P1,Chaves,Guimaraes,home,away,2.7,"[2.2,2.8)",0.3420265070542967,"[0.34,0.42)",market_non_favorite,False,-1.0
2022-08-07,2022-08,P1,Chaves,Guimaraes,draw,away,3.2,"[2.8,3.5)",0.28858486532706284,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,P1,Chaves,Guimaraes,away,away,2.5,"[2.2,2.8)",0.36938862761864044,"[0.34,0.42)",market_favorite,True,1.5
2022-08-07,2022-08,SC0,Dundee United,Livingston,home,away,2.4,"[2.2,2.8)",0.39616613418530355,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-07,2022-08,SC0,Dundee United,Livingston,draw,away,3.1,"[2.8,3.5)",0.30670926517571884,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,SC0,Dundee United,Livingston,away,away,3.2,"[2.8,3.5)",0.2971246006389776,"[0.28,0.34)",market_non_favorite,True,2.2
2022-08-07,2022-08,P1,Santa Clara,Casa Pia,home,draw,1.95,"[1.8,2.2)",0.46783625730994155,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-07,2022-08,P1,Santa Clara,Casa Pia,draw,draw,3.0,"[2.8,3.5)",0.3040935672514619,"[0.28,0.34)",market_non_favorite,True,2.0
2022-08-07,2022-08,P1,Santa Clara,Casa Pia,away,draw,4.0,"[4.0,5.0)",0.22807017543859648,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,P1,Sp Braga,Sp Lisbon,home,draw,3.75,"[3.5,4.0)",0.2422756253065228,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,P1,Sp Braga,Sp Lisbon,draw,draw,3.25,"[2.8,3.5)",0.27954879843060326,"[0.20,0.28)",market_non_favorite,True,2.25
2022-08-07,2022-08,P1,Sp Braga,Sp Lisbon,away,draw,1.9,"[1.8,2.2)",0.47817557626287394,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-07,2022-08,T1,Antalyaspor,Galatasaray,home,away,2.37,"[2.2,2.8)",0.389124469942629,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-07,2022-08,T1,Antalyaspor,Galatasaray,draw,away,3.6,"[3.5,4.0)",0.2561736093788975,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Antalyaspor,Galatasaray,away,away,2.6,"[2.2,2.8)",0.3547019206784734,"[0.34,0.42)",market_non_favorite,True,1.6
2022-08-07,2022-08,T1,Giresunspor,Ad. Demirspor,home,away,2.87,"[2.8,3.5)",0.31759510869565216,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Giresunspor,Ad. Demirspor,draw,away,3.4,"[2.8,3.5)",0.26808763586956524,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,T1,Giresunspor,Ad. Demirspor,away,away,2.2,"[2.2,2.8)",0.41431725543478265,"[0.34,0.42)",market_favorite,True,1.2000000000000002
2022-08-07,2022-08,F1,Rennes,Lorient,home,away,1.36,"[1.0,1.8)",0.7046979865771813,"[0.55,1.00]",market_favorite,False,-1.0
2022-08-07,2022-08,F1,Rennes,Lorient,draw,away,5.25,"[5.0,7.0)",0.18255033557046982,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Rennes,Lorient,away,away,8.5,"[7.0,inf)",0.112751677852349,"[0.00,0.20)",market_non_favorite,True,7.5
2022-08-07,2022-08,P1,Portimonense,Boavista,home,away,2.0,"[1.8,2.2)",0.4592445328031809,"[0.42,0.55)",market_favorite,False,-1.0
2022-08-07,2022-08,P1,Portimonense,Boavista,draw,away,3.3,"[2.8,3.5)",0.2783300198807157,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,P1,Portimonense,Boavista,away,away,3.5,"[3.5,4.0)",0.26242544731610334,"[0.20,0.28)",market_non_favorite,True,2.5
2022-08-07,2022-08,F1,Montpellier,Troyes,home,home,2.2,"[2.2,2.8)",0.4356846473029045,"[0.42,0.55)",market_favorite,True,1.2000000000000002
2022-08-07,2022-08,F1,Montpellier,Troyes,draw,home,3.5,"[3.5,4.0)",0.2738589211618257,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Montpellier,Troyes,away,home,3.3,"[2.8,3.5)",0.2904564315352697,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,SC0,Hibernian,Hearts,home,draw,2.8,"[2.8,3.5)",0.33876221498371334,"[0.28,0.34)",market_non_favorite,False,-1.0
2022-08-07,2022-08,SC0,Hibernian,Hearts,draw,draw,3.2,"[2.8,3.5)",0.29641693811074915,"[0.28,0.34)",market_non_favorite,True,2.2
2022-08-07,2022-08,SC0,Hibernian,Hearts,away,draw,2.6,"[2.2,2.8)",0.3648208469055374,"[0.34,0.42)",market_favorite,False,-1.0
2022-08-07,2022-08,F1,Lille,Auxerre,home,home,1.7,"[1.0,1.8)",0.5546995377503853,"[0.55,1.00]",market_favorite,True,0.7
2022-08-07,2022-08,F1,Lille,Auxerre,draw,home,4.0,"[4.0,5.0)",0.2357473035439137,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Lille,Auxerre,away,home,4.5,"[4.0,5.0)",0.20955315870570107,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Marseille,Reims,home,home,1.57,"[1.0,1.8)",0.6026768243366641,"[0.55,1.00]",market_favorite,True,0.5700000000000001
2022-08-07,2022-08,F1,Marseille,Reims,draw,home,4.2,"[4.0,5.0)",0.22528633671632445,"[0.20,0.28)",market_non_favorite,False,-1.0
2022-08-07,2022-08,F1,Marseille,Reims,away,home,5.5,"[5.0,7.0)",0.1720368389470114,"[0.00,0.20)",market_non_favorite,False,-1.0
2022-08-07,2022-08,B1,Anderlecht,Seraing,home,home,1.25,"[1.0,1.8)",0.7457627118644068,"[0.55,1.00]",market_favorite,True,0.25
