date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2024-04-27,FIN,AC Oulu,VPS,away,away,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.467166,0.01499,2.27,1.0,True,1.27,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-28,FIN,Gnistan,SJK,away,away,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.494252,0.06699,2.25,1.0,True,1.25,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-05-11,FIN,Haka,SJK,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.457966,0.050268,2.4,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-05
2024-05-19,FIN,Ekenas,Lahti,away,draw,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.46093,0.008918,2.29,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-05
2024-08-04,FIN,Gnistan,VPS,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.488051,0.08621,2.32,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-08
2024-08-09,FIN,Lahti,Ekenas,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.562064,0.039751,1.92,1.0,True,0.92,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-12,FIN,SJK,VPS,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.568778,0.014265,1.85,1.0,True,0.85,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-18,FIN,Gnistan,AC Oulu,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.556823,0.061865,1.98,1.0,True,0.98,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-18,FIN,VPS,Haka,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.567718,0.017776,1.86,1.0,True,0.86,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-18,FIN,KuPS,Ilves,home,home,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_large_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.524204,0.002318,1.99,1.0,True,0.99,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-21,FIN,Gnistan,Mariehamn,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.574632,-0.00261,1.8,1.0,True,0.8,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2024-08-25,FIN,Lahti,VPS,away,draw,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.510378,0.079146,2.2,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-08
2024-08-26,FIN,SJK,Gnistan,home,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_small_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.569268,0.015171,1.85,1.0,False,-1.0,"FIN|home|[1.8,2.2)|ev>=-0.02|draw_market_prob=low_draw_prob",2024-08
2025-04-26,FIN,Jaro,KTP,home,away,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_large_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.551376,0.050395,1.98,1.0,False,-1.0,"FIN|home|[1.8,2.2)|ev>=0.00",2025-04
