label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.2,2.8)",92,39,0.4239,0.328,2.4942,0.4026,0.0213,-0.0746,920.0,55.6,6.04,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
"[2.8,3.3)",46,20,0.4348,0.3021,3.027,0.3313,0.1035,-0.0292,460.0,137.2,29.83,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[3.5,4.0)",24,8,0.3333,0.1797,3.7533,0.2669,0.0664,-0.0872,240.0,58.5,24.38,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[1.8,2.2)",20,9,0.45,0.2582,1.981,0.5064,-0.0564,-0.2482,200.0,-23.0,-11.5,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[3.3,3.5)",6,1,0.1667,0.0301,3.4033,0.294,-0.1273,-0.2639,60.0,-25.5,-42.5,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[4.0,+)",1,1,1.0,0.2065,4.0,0.25,0.75,-0.0435,10.0,30.0,300.0,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
