date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit,rule_label,league_prior_matches,league_draw_rate,form_points_diff,form_goal_diff_delta,season_points_per_match_delta,season_goal_diff_per_match_delta,rest_days_delta,lambda_total,lambda_diff,bet_date,season,log_odds,is_draw,is_home,league_prior_matches_scaled,abs_form_points_diff,abs_form_goal_diff_delta,abs_season_points_per_match_delta,abs_season_goal_diff_per_match_delta,predicted_probability,predicted_ev
2022-08-13,2022-08,I2,Palermo,Perugia,draw,home,3.18,"[2.8,3.5)",0.2950902771072705,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,381,0.309711,-1.0,-0.4,-0.526316,-0.210526,-14.0,2.387183,0.197463,2022-08-13,2022-23,1.1568811967920856,1.0,0.0,0.381,1.0,0.4,0.526316,0.210526,0.3750902771072705,0.19278708120112031
2022-08-14,2022-08,I2,Venezia,Genoa,draw,away,3.24,"[2.8,3.5)",0.2897150486242228,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,384,0.309896,-0.2,0.4,0.0,0.0,0.0,2.391263,0.230102,2022-08-14,2022-23,1.1755733298042381,1.0,0.0,0.384,0.2,0.4,0.0,0.0,0.36971504862422283,0.19787675754248202
2022-08-20,2022-08,I2,Perugia,Parma,draw,draw,3.17,"[2.8,3.5)",0.29669856617768803,"[0.28,0.34)",market_non_favorite,AVG_OPEN,True,2.17,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,391,0.306905,0.8,0.2,0.205128,0.025641,-1.0,2.405524,0.344193,2022-08-20,2022-23,1.1537315878891892,1.0,0.0,0.391,0.8,0.2,0.205128,0.025641,0.35446289266928893,0.12364736976164581
2022-08-21,2022-08,I2,Cagliari,Cittadella,draw,home,3.39,"[2.8,3.5)",0.2767687251340598,"[0.20,0.28)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,394,0.312183,-0.8,-0.6,-0.410256,-0.076923,0.0,2.362252,0.001984,2022-08-21,2022-23,1.220829921392359,1.0,0.0,0.394,0.8,0.6,0.410256,0.076923,0.3567687251340598,0.20944597820446287
2022-08-27,2022-08,I2,Palermo,Ascoli,draw,away,3.2,"[2.8,3.5)",0.29355795236078075,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,400,0.31,-0.2,0.0,0.275,0.725,1.0,2.3858,0.186402,2022-08-27,2022-23,1.1631508098056809,1.0,0.0,0.4,0.2,0.0,0.275,0.725,0.37355795236078077,0.1953854475544985
2022-08-28,2022-08,I2,Reggina,Sudtirol,draw,home,3.24,"[2.8,3.5)",0.2896764021322922,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,403,0.307692,0.8,0.5,1.275,1.075,0.0,2.391211,0.229688,2022-08-28,2022-23,1.1755733298042381,1.0,0.0,0.403,0.8,0.5,1.275,1.075,0.3696764021322922,0.19775154290862673
2022-08-29,2022-08,I2,Como,Brescia,draw,away,3.28,"[2.8,3.5)",0.2854000846564359,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,409,0.305623,-0.4,-0.2,-0.5,-0.6,0.0,2.371508,0.072066,2022-08-29,2022-23,1.1878434223960523,1.0,0.0,0.409,0.4,0.2,0.5,0.6,0.3654000846564359,0.19851227767310964
2022-09-03,2022-09,I2,Reggina,Palermo,draw,home,3.24,"[2.8,3.5)",0.2897150486242228,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,411,0.304136,-0.133333,-0.533333,-0.01626,-0.650407,-1.0,2.388819,0.210555,2022-09-03,2022-23,1.1755733298042381,1.0,0.0,0.411,0.133333,0.533333,0.01626,0.650407,0.3671049690720859,0.18942009979355845
2022-09-10,2022-09,I2,Cosenza,Bari,draw,away,3.21,"[2.8,3.5)",0.2921170738878838,"[0.28,0.34)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,421,0.306413,0.5,-0.1,-0.5,-1.02381,0.0,2.375648,0.105186,2022-09-10,2022-23,1.1662709371419244,1.0,0.0,0.421,0.5,0.1,0.5,1.02381,0.3261778754514551,0.047030980199170846
2022-09-17,2022-09,I2,Cagliari,Bari,draw,away,3.49,"[2.8,3.5)",0.268558245098674,"[0.20,0.28)",market_non_favorite,AVG_OPEN,False,-1.0,AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08|I2_draw_2p8_3p5,431,0.299304,0.2,-0.0,0.2,0.0,0.0,2.368944,0.051553,2022-09-17,2022-23,1.2499017362143359,1.0,0.0,0.431,0.2,0.0,0.2,0.0,0.348558245098674,0.2164682753943723
