label,odds_source,train_months,min_train_rows,min_predicted_ev,max_bets_per_day,ridge,residual_cap,selected_rules,candidate_count,selected_candidates,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,stability_verdict,fail_reasons
AVG_OPEN_rulesi2_draw_2p8_3p5_train30_n120_ev0p02_top1_ridge10_cap0.08,AVG_OPEN,30,120,0.02,1,10.0,0.08,I2_draw_2p8_3p5,2063,334,334,625.7,18.73,110.0,25,15,4,0,2025-26,89,225.7,6,4,6,4,0.6667,SHADOW_READY_RESEARCH_CANDIDATE,[]
