month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-08,2024-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,4,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2024-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,337,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-04-01..2024-09-30,ABSTAIN_INNER_VALIDATION,759,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-05-01..2024-10-31,ABSTAIN_INNER_VALIDATION,1162,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-01,2024-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,2007,11,9,1.56,0.22,14.1,3100.0,432.0,100.0,0.0,5.0,8.0959,2.5721,0.8182,"{'home': 1, 'draw': 8, 'away': 2}"
2025-02,2024-08-01..2025-01-31,ABSTAIN_INNER_VALIDATION,2435,0,0,0.0,0.0,0.0,2800.0,,,,,,,,
2025-03,2024-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,2565,11,8,1.32,-0.44,-33.33,3100.0,438.0,100.0,0.0,5.0,7.5948,5.7127,0.9091,"{'draw': 9, 'away': 2}"
2025-04,2024-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,2581,12,8,1.93,-0.82,-42.49,3000.0,443.0,1.0,0.0,5.0,7.4561,1.292,0.5,{'draw': 12}
2025-05,2024-11-01..2025-04-30,FROZEN_MODEL_EVALUATED,2621,24,10,5.12,2.5,48.83,3100.0,314.0,1.0,0.0,5.0,7.4003,1.5755,0.5417,"{'away': 7, 'draw': 13, 'home': 4}"
2025-08,2025-02-01..2025-07-31,ABSTAIN_INNER_VALIDATION,1666,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2025-03-01..2025-08-31,ABSTAIN_INNER_VALIDATION,1617,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-10,2025-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,1593,16,11,2.88,-1.1,-38.19,3100.0,416.0,10.0,0.0,5.0,8.7333,1.7511,0.5,"{'away': 10, 'draw': 2, 'home': 4}"
2025-11,2025-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,1566,14,8,3.34,1.75,52.4,3000.0,441.0,100.0,0.0,5.0,8.208,11.8219,0.8571,"{'away': 11, 'home': 2, 'draw': 1}"
2026-01,2025-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,2093,4,4,0.57,-0.06,-10.53,3100.0,431.0,10.0,0.25,5.0,8.2897,7.0366,0.75,{'away': 4}
2026-02,2025-08-01..2026-01-31,ABSTAIN_INNER_VALIDATION,2520,0,0,0.0,0.0,0.0,2800.0,,,,,,,,
2026-03,2025-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,2497,8,6,1.21,0.16,13.22,3100.0,350.0,1.0,0.0,5.0,8.2772,3.8273,0.75,"{'away': 7, 'home': 1}"
