test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,predicted_closing_edge_pct,lower_closing_edge_pct,predicted_closing_probability,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2024-11,data\historical_csv\football-data\2425\I1.csv:104,data\historical_csv\football-data\2425\I1.csv,104,2024-11-03,I1,Napoli,Atalanta,draw,0.27951735554174095,0.26855050734153174,3.6557999999999997,3.71,-1.8233055260828301,0.008966848200209229,6,0.0,1XB,3.0-4.0,sportsbook,0.2735379397122381,1.0218595483894966,0.010966848200209212,0.03207975470013413,1.2963149475003666,0.07812995204904802,0.3623425260745332,0.16666666666666666,1.4825756332403461,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.5429590854973316,2.5429590854973316,0.2804938976024327,0.1,0.2804938976024327,True,0.29634191339180316,3.3744804727567104,8.336676697775381,True,away,False,-0.1
2024-11,data\historical_csv\football-data\2425\I1.csv:109,data\historical_csv\football-data\2425\I1.csv,109,2024-11-04,I1,Parma,Genoa,draw,0.27279536319837533,0.25835737438362977,3.8322000000000003,3.89,-0.9922869887053931,0.012437988814745568,6,0.0,1XB,3.0-4.0,sportsbook,0.26094671468086217,1.045406390848814,0.014437988814745562,0.045594575614911495,1.3434390508134615,0.0744173101825335,0.3664839438015388,0.16666666666666666,1.5082720108553715,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,4.6753294405310175,4.6753294405310175,0.27314683325643496,0.17,0.27314683325643496,True,0.25903971547125076,3.8604118993135006,-0.7308002371072764,False,away,False,-0.17
2024-11,data\historical_csv\football-data\2425\SP2.csv:142,data\historical_csv\football-data\2425\SP2.csv,142,2024-11-09,SP2,Mirandes,Cadiz,draw,0.36184329433103946,0.3458700687056695,2.96,3.0,2.377540336878181,0.01397322562536994,6,0.0,WH,2.0-3.0,sportsbook,0.33783783783783783,1.0710561512198769,0.015973225625369958,0.03861678755496367,1.085189268335969,0.13093056965233926,0.39266845982737736,0.16666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,8.388519657370486,8.388519657370486,0.36617743127490027,0.43,0.36617743127490027,True,0.3493856261994927,2.8621669725732177,3.4181453550498286,True,draw,True,0.84
2024-11,data\historical_csv\football-data\2425\SP2.csv:144,data\historical_csv\football-data\2425\SP2.csv,144,2024-11-09,SP2,Huesca,Zaragoza,draw,0.34958235784527764,0.3393754583371273,2.96,3.0,0.4551356677896745,0.008206899508150322,6,0.0,WH,2.0-3.0,sportsbook,0.33783783783783783,1.034763779222022,0.010206899508150347,0.02347629771346365,1.085189268335969,0.12220782491666375,0.37936302313327974,0.16666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,4.763674152100195,4.763674152100195,0.3539313315949331,0.24,0.3539313315949331,True,0.36414256392643524,2.74617718186337,7.78619892222483,True,draw,True,0.47
2024-11,data\historical_csv\football-data\2425\I1.csv:119,data\historical_csv\football-data\2425\I1.csv,119,2024-11-10,I1,Monza,Lazio,home,0.21640796476439866,0.2077121683250314,4.92,5.0,2.194386815915439,0.006695796439367275,6,0.0,BF,4.0-5.0,sportsbook,0.2032520325203252,1.0647271866408414,0.00869579643936727,0.030940619245030682,1.5933085305042167,0.046832407213469214,0.34480465632817237,0.16666666666666666,1.6260162601626105,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,5.003006201328697,5.003006201328697,0.21342074431164368,0.13,0.2134207443116437,True,0.180738293644351,5.532861796115862,-11.076759526979307,False,away,False,-0.13
2024-11,data\historical_csv\football-data\2425\E1.csv:192,data\historical_csv\football-data\2425\E1.csv,192,2024-11-24,E1,Swansea,Leeds,draw,0.2673000245970523,0.2604365340416555,3.842,3.9,0.059716378804042236,0.004863490555396793,6,0.0,B365,3.0-4.0,sportsbook,0.2602811035918792,1.026966694501875,0.006863490555396812,0.018194875076155997,1.345993064346365,0.07144930314958478,0.35978397920724514,0.16666666666666666,1.5096304008328953,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.214212903192837,3.214212903192837,0.26864709240810214,0.11,0.26864709240810214,True,0.2693944938801572,3.7120283551335684,3.5013645487563805,True,away,False,-0.11
2024-11,data\historical_csv\football-data\2425\G1.csv:87,data\historical_csv\football-data\2425\G1.csv,87,2024-11-30,G1,Levadeiakos,Panetolikos,draw,0.3222658419746008,0.3150103024282599,3.156,3.2,-0.582748553641177,0.005255539546340887,6,0.0,B365,3.0-4.0,sportsbook,0.3168567807351077,1.0170709972718401,0.0072555395463408945,0.01630808749118096,1.1493054029836278,0.10385527290359836,0.37038187337847667,0.16666666666666666,1.3941698352344822,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.0991307146371208,2.0991307146371208,0.32350801874092877,0.1,0.32350801874092877,True,0.31363397979338603,3.1884300312701264,-1.0171159772073612,False,draw,True,0.22
2024-12,data\historical_csv\football-data\2425\F1.csv:134,data\historical_csv\football-data\2425\F1.csv,134,2024-12-15,F1,Le Havre,Strasbourg,draw,0.3003137966950041,0.28770366242027207,3.3912,3.44,-2.433934000037341,0.010610134274732034,6,0.0,1XB,3.0-4.0,sportsbook,0.2948808681292758,1.0184241473520979,0.01261013427473201,0.03533015929170776,1.2211838410562903,0.09018837648536825,0.3667383557702029,0.16666666666666666,1.439018636470868,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.65111469561381,2.65111469561381,0.30269849815880456,0.11,0.30269849815880456,True,0.30229530606512295,3.308023578059038,2.5143841928044974,True,away,False,-0.11
2024-12,data\historical_csv\football-data\2425\N1.csv:148,data\historical_csv\football-data\2425\N1.csv,148,2024-12-21,N1,Almere City,Heerenveen,draw,0.2796287638967019,0.26950299332666944,3.646,3.7,-1.739208633096323,0.008125770570032442,6,0.0,B365,3.0-4.0,sportsbook,0.27427317608337903,1.019526473167375,0.010125770570032444,0.02905913703868532,1.2936306762564713,0.07819224559839745,0.3617363469404516,0.16666666666666666,1.4810751508502529,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.690374477861379,2.690374477861379,0.2816521516123461,0.1,0.2816521516123461,True,0.2902773333403459,3.4449813510843947,5.835115735890106,True,home,False,-0.1
2024-12,data\historical_csv\football-data\2425\SP1.csv:174,data\historical_csv\football-data\2425\SP1.csv,174,2024-12-21,SP1,Getafe,Mallorca,draw,0.3477463351566765,0.3390604956376299,2.911,2.95,-1.2994897198859268,0.006685839519046617,6,0.0,1XB,2.0-3.0,sportsbook,0.3435245620061834,1.0122895816410853,0.008685839519046612,0.019226196923209336,1.0684966647634861,0.1209275136148996,0.3715657992986343,0.16666666666666666,1.3397457918241207,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,2.2552521486177035,2.2552521486177035,0.35127190707185746,0.12,0.35127190707185746,True,0.3723151159964942,2.685896857352996,8.380930266579467,True,away,False,-0.12
2024-12,data\historical_csv\football-data\2425\N1.csv:153,data\historical_csv\football-data\2425\N1.csv,153,2024-12-22,N1,Willem II,Nijmegen,draw,0.2878169373391503,0.2804777475520504,3.548,3.6,-0.4864951685325192,0.005339189787099924,6,0.0,B365,3.0-4.0,sportsbook,0.2818489289740699,1.0211744936793052,0.007339189787099909,0.01855064485245518,1.266384064447333,0.08283858941928837,0.3644867829243365,0.16666666666666666,1.4656144306651742,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.527625123219557,2.527625123219557,0.2889730133123437,0.1,0.2889730133123437,True,0.2874992482490912,3.478269964496024,2.0047332787775485,True,home,False,-0.1
2024-12,data\historical_csv\football-data\2425\I2.csv:195,data\historical_csv\football-data\2425\I2.csv,195,2024-12-29,I2,Mantova,Reggiana,away,0.30137199432236056,0.29479735089437614,4.92,5.0,45.04029664003306,0.004574643427984414,6,0.0,BF,4.0-5.0,sportsbook,0.2032520325203252,1.4827502120660139,0.006574643427984417,0.015179391297690312,1.5933085305042167,0.09082507896183692,0.4801785694088854,0.16666666666666666,1.6260162601626105,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,34.443450068290105,34.443450068290105,0.2732590448542482,0.88,0.2732590448542482,True,0.37069249649618075,2.697653741179255,82.38070827612091,True,away,True,3.45
2024-12,data\historical_csv\football-data\2425\I2.csv:199,data\historical_csv\football-data\2425\I2.csv,199,2024-12-29,I2,Cittadella,Palermo,home,0.27606255762497783,0.2656390352388727,3.9595999999999996,4.02,5.182432393184033,0.008423522386105088,6,0.0,1XB,3.0-4.0,sportsbook,0.2525507627033034,1.093097303171862,0.01042352238610511,0.03051309260688722,1.3761430100635152,0.07621053572244421,0.37990155901586964,0.16666666666666666,1.5254066067279526,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,6.611580108206216,6.611580108206216,0.2692483586933181,0.22,0.2692483586933181,True,0.3061968134777859,3.265873307569703,21.241690264664093,True,home,True,0.65
2025-01,data\historical_csv\football-data\2425\E0.csv:196,data\historical_csv\football-data\2425\E0.csv,196,2025-01-04,E0,Southampton,Brentford,home,0.346951425215404,0.33671444260618855,2.96,3.0,-0.3325249885681947,0.008236982609215432,6,0.0,B365,2.0-3.0,sportsbook,0.33783783783783783,1.026976218637596,0.010236982609215461,0.023741025430581587,1.085189268335969,0.12037529145900008,0.3765079632776259,0.16666666666666666,1.3513513513513598,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,3.371720930040656,3.371720930040656,0.349228786925813,0.17,0.34922878692581305,True,0.28800707915207446,3.472136875746643,-14.749904570985962,False,away,False,-0.17
2025-01,data\historical_csv\football-data\2425\F1.csv:143,data\historical_csv\football-data\2425\F1.csv,143,2025-01-05,F1,Lens,Toulouse,draw,0.27766072072216624,0.27076720178695657,3.6754,3.73,-0.4822226552219866,0.00489351893520966,6,0.0,1XB,3.0-4.0,sportsbook,0.27207922947162216,1.0205142129422498,0.006893518935209675,0.017624095055584866,1.301661970279187,0.0770954758319528,0.361420400804354,0.16666666666666666,1.4855525929150515,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.9052446985307734,2.9052446985307734,0.2799837968616498,0.11,0.2799837968616498,True,0.2749016392243673,3.637664740092099,1.0373484805239475,True,away,False,-0.11
