date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2019-05-20,FIN,VPS,Rovaniemi,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.529974,0.494844,2.92,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-05-20,FIN,KPV Kokkola,HIFK,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.428034,0.205381,2.94,1.0,True,1.94,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-05-24,FIN,KuPS,Ilves,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.345444,-0.017789,3.0,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-05-25,FIN,Rovaniemi,SJK,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.533813,0.454477,2.82,1.0,True,1.82,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-05-31,FIN,HIFK,VPS,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.515607,0.428014,2.87,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-05-31,FIN,Inter Turku,Ilves,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.409269,0.165859,2.98,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-05
2019-06-18,FIN,Lahti,Rovaniemi,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.4222,0.166575,2.89,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-06
2019-06-18,FIN,HIFK,SJK,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.410362,0.144117,2.92,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-06
2019-06-30,FIN,Lahti,HIFK,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.508885,0.387674,2.83,1.0,True,1.83,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-06
2019-07-06,FIN,Rovaniemi,Mariehamn,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.359376,0.038733,3.05,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-06,FIN,KPV Kokkola,VPS,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.35491,0.011668,3.01,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-20,FIN,Ilves,HJK,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.413119,0.182935,3.0,1.0,True,2.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-20,FIN,KPV Kokkola,SJK,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.413278,0.179466,2.99,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-21,FIN,HIFK,Rovaniemi,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.540484,0.497211,2.87,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-21,FIN,KuPS,Mariehamn,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.319633,0.004756,3.34,1.0,True,2.34,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-07-21,FIN,Inter Turku,Honka,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_small_edge,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.321244,-0.008009,3.28,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=-0.02|market_shape=balanced",2019-07
2019-09-14,FIN,Lahti,Rovaniemi,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.382083,0.083113,2.98,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=0.01|strength_gap=even_strength",2019-09
2019-09-15,FIN,KuPS,HJK,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.346444,0.02936,3.14,1.0,False,-1.0,"FIN|draw|[2.8,3.5)|ev>=0.01|strength_gap=even_strength",2019-09
2019-09-28,FIN,Lahti,HIFK,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.421659,0.188958,2.95,1.0,True,1.95,"FIN|draw|[2.8,3.5)|ev>=0.01|strength_gap=even_strength",2019-09
2022-09-01,FIN,Haka,Honka,away,home,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.488105,-0.011019,2.11,1.0,False,-1.0,"FIN|away|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2022-09
2022-09-11,FIN,Lahti,Haka,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.580895,0.027548,1.83,1.0,True,0.83,"FIN|away|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2022-09
2022-09-28,FIN,Lahti,VPS,away,away,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.524831,0.096798,2.17,1.0,True,1.17,"FIN|away|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2022-09
2022-09-28,FIN,SJK,KuPS,away,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.542265,0.024828,1.96,1.0,False,-1.0,"FIN|away|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2022-09
2022-10-09,FIN,Haka,HJK,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.589801,0.066571,1.87,1.0,True,0.87,"FIN|away|[1.8,2.2)|ev>=-0.01",2022-10
2023-04-30,FIN,Mariehamn,KuPS,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.54884,0.021599,1.93,1.0,True,0.93,"FIN|away|[1.8,2.2)|ev>=-0.01",2023-04
2023-05-13,FIN,Mariehamn,Haka,away,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.563435,0.050771,1.93,1.0,False,-1.0,"FIN|away|[1.8,2.2)|ev>=-0.02",2023-05
2023-05-22,FIN,KTP,SJK,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.570122,0.025099,1.86,1.0,True,0.86,"FIN|away|[1.8,2.2)|ev>=-0.02",2023-05
2024-04-06,FIN,Gnistan,Inter Turku,away,home,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.487074,0.032158,2.21,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-12,FIN,VPS,SJK,away,draw,"[2.2,2.8)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.379686,-0.000168,2.78,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-19,FIN,SJK,Ilves,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.4429,0.044479,2.47,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-20,FIN,Lahti,Haka,away,draw,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.434204,-0.018418,2.37,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-27,FIN,AC Oulu,VPS,away,away,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.467166,0.01499,2.27,1.0,True,1.27,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-04-28,FIN,Gnistan,SJK,away,away,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.494252,0.06699,2.25,1.0,True,1.25,"FIN|away|[2.2,2.8)|ev>=-0.02",2024-04
2024-05-11,FIN,Haka,SJK,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.457966,0.050268,2.4,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-05
2024-05-19,FIN,Ekenas,Lahti,away,draw,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,mid_draw_prob,0.46093,0.008918,2.29,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-05
2024-08-04,FIN,Gnistan,VPS,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.488051,0.08621,2.32,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-08
2024-08-25,FIN,Lahti,VPS,away,draw,"[2.2,2.8)",market_favorite,clear_favorite,strong_model_edge,pure_small_edge,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.510378,0.079146,2.2,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00",2024-08
2024-09-01,FIN,Haka,Lahti,home,draw,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_large_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.544286,0.031996,1.97,1.0,False,-1.0,"FIN|home|[1.8,2.2)|ev>=0.00",2024-09
2024-09-27,FIN,Gnistan,AC Oulu,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.585572,0.017254,1.8,1.0,True,0.8,"FIN|home|[1.8,2.2)|ev>=0.00",2024-09
2024-10-19,FIN,Inter Turku,Gnistan,home,home,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_small_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.5269,0.007733,1.99,1.0,True,0.99,"FIN|home|[1.8,2.2)|ev>=0.00",2024-10
2024-10-23,FIN,VPS,Gnistan,home,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_large_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.558897,0.06064,1.97,1.0,False,-1.0,"FIN|home|[1.8,2.2)|ev>=0.00",2024-10
2024-10-27,FIN,Lahti,Jaro,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.559631,0.056696,1.96,1.0,True,0.96,"FIN|home|[1.8,2.2)|ev>=0.00",2024-10
2025-04-26,FIN,Jaro,KTP,home,away,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_large_edge,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.551376,0.050395,1.98,1.0,False,-1.0,"FIN|home|[1.8,2.2)|ev>=0.00",2025-04
2025-06-18,FIN,Jaro,AC Oulu,away,home,"[2.2,2.8)",market_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.440829,0.023071,2.43,1.0,False,-1.0,"FIN|away|[2.2,2.8)|ev>=0.00|draw_market_prob=low_draw_prob",2025-06
