rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",MAX_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",MAX_CLOSE,42,-2.82,-6.71,42,420.0,-28.2,-6.71,131.5,3,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",B365_CLOSE,32,-2.52,-7.87,32,320.0,-25.2,-7.88,124.0,2,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",AVG_CLOSE,32,-5.0,-15.62,32,320.0,-50.0,-15.62,114.4,2,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=E0|home|[2.2,2.8)",MAX_OPEN,5,-2.67,-53.4,5,50.0,-26.7,-53.4,40.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",MAX_CLOSE,3,-3.0,-100.0,3,30.0,-30.0,-100.0,30.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",B365_CLOSE,4,-4.0,-100.0,4,40.0,-40.0,-100.0,40.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|market_prob_bucket=E0|home|[0.34,0.42)",AVG_CLOSE,4,-4.0,-100.0,4,40.0,-40.0,-100.0,40.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
