test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,direct_staking_probability,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2023-02,data\historical_csv\football-data\2223\I2.csv:262,data\historical_csv\football-data\2223\I2.csv,262,2023-02-28,I2,Cosenza,Reggina,home,0.2156195124762267,0.2034277144242388,4.92,5.0,0.0864354967254898,0.0101917980519878,4,0.0,VC,4.0-5.0,sportsbook,0.2032520325203252,1.0608480013830357,0.0121917980519878,0.0472675127354792,1.5933085305042167,0.0464917741604856,0.3435484085715324,0.25,1.6260162601626105,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,4.511391539363844,4.511391539363844,0.2124215275190322,lower_clv,True,4.439723996068468,4.439723996068468,0.2122758617806269,4.475557767716156,0.0716675432953763,4.439723996068468,0.2122758617806269,0.2122758617806269,0.5,0.35,model_agreement_0.625_kelly,home,24.41379310344829,True,0.2528735632183908,3.954545454545454,True,1.37
2023-03,data\historical_csv\football-data\2223\G1.csv:186,data\historical_csv\football-data\2223\G1.csv,186,2023-03-18,G1,Atromitos,Ionikos,away,0.2238966630785791,0.2218966630785791,4.8808,4.96,8.303323315392896,0.0,5,0.0,PS,4.0-5.0,sportsbook,0.2048844451729224,1.0927948331539288,0.002,0.0,1.5853091408555056,0.0501297157377227,0.3549454265855168,0.2,1.6226848057695475,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,4.95861225636336,4.95861225636336,0.215043870382649,lower_clv,True,4.632484075761756,4.632484075761756,0.2143756844692709,4.795548166062558,0.3261281806016045,4.632484075761756,0.2143756844692709,0.2143756844692709,1.0,0.75,model_agreement_0.625_kelly,home,28.71703651855153,True,0.2637211861140623,3.7918834460553694,False,-0.75
2023-03,data\historical_csv\football-data\2223\B1.csv:264,data\historical_csv\football-data\2223\B1.csv,264,2023-03-18,B1,Kortrijk,Club Brugge,draw,0.2376060616616302,0.2343835799445917,4.43,4.5,3.83192591545416,0.0012224817170385,4,0.0,PS,4.0-5.0,sportsbook,0.2257336343115124,1.052594853161022,0.0032224817170385,0.0051449938124029,1.4883995840570443,0.0564566405383504,0.3536527633466029,0.25,1.5801354401805856,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,3.63457084241416,3.63457084241416,0.2339380831657204,lower_clv,True,3.5528816337707214,3.5528816337707214,0.2337536831462093,3.5937262380924406,0.0816892086434384,3.5528816337707214,0.2337536831462093,0.2337536831462093,0.5,0.32,model_agreement_0.625_kelly,home,3.405653051716073,True,0.233421338717192,4.284098469727213,False,-0.32
2023-04,data\historical_csv\football-data\2223\B1.csv:284,data\historical_csv\football-data\2223\B1.csv,284,2023-04-08,B1,Charleroi,Waregem,draw,0.240906835279943,0.2298578855877988,4.478999999999999,4.55,2.953346954775093,0.0090489496921441,4,0.0,PS,4.0-5.0,sportsbook,0.2232641214556821,1.0790217152188646,0.0110489496921441,0.0375620296602581,1.4993998072251629,0.0580361032845976,0.3612156623779706,0.25,1.5851752623353477,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,5.573335908399302,5.573335908399302,0.2357073809073438,lower_clv,True,5.440790551814256,5.440790551814256,0.2354114546814339,5.507063230106779,0.1325453565850454,5.440790551814256,0.2354114546814339,0.2354114546814339,0.5,0.49,model_agreement_0.625_kelly,home,6.73206233214545,True,0.2382944012773955,4.196489697783174,False,-0.49
2023-04,data\historical_csv\football-data\2223\T1.csv:252,data\historical_csv\football-data\2223\T1.csv,252,2023-04-10,T1,Kayserispor,Umraniyespor,away,0.254702096364064,0.2473118632205854,4.1752,4.24,3.257649131858842,0.0053902331434786,4,0.0,PS,4.0-5.0,sportsbook,0.2395094845755891,1.0634321927392405,0.0073902331434786,0.0211628927300777,1.4291622613470665,0.0648731578922489,0.3640106240095042,0.25,1.552021460049824,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,3.5448443083008647,3.5448443083008647,0.2479997229074076,lower_clv,True,3.4953964341588595,3.4953964341588595,0.2478812905589165,3.5201203712298623,0.0494478741420052,3.4953964341588595,0.2478812905589165,0.2478812905589165,0.5,0.34,model_agreement_0.625_kelly,home,3.803778284308956,True,0.2486198943387357,4.02220426752147,False,-0.34
2023-04,data\historical_csv\football-data\2223\E3.csv:493,data\historical_csv\football-data\2223\E3.csv,493,2023-04-15,E3,Gillingham,Stockport,home,0.2324169577676986,0.2193521624425443,4.675,4.75,2.5471359418894446,0.0110647953251543,5,0.0,B365,4.0-5.0,sportsbook,0.213903743315508,1.086549277563991,0.0130647953251543,0.0476075215484646,1.5422291627406504,0.0540176422579921,0.3584402101848069,0.2,1.6042780748663166,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,4.652424889142343,4.652424889142343,0.2238554543083258,lower_clv,True,4.544427542955454,4.544427542955454,0.2236244439421507,4.598426216048898,0.107997346186889,4.544427542955454,0.2236244439421507,0.2236244439421507,1.0,0.77,model_agreement_0.625_kelly,draw,6.071124397310745,True,0.2268901056626968,4.407420046278426,False,-0.77
2023-04,data\historical_csv\football-data\2223\I2.csv:336,data\historical_csv\football-data\2223\I2.csv,336,2023-04-22,I2,Modena,Spal,away,0.2216217354230623,0.2129274390742191,4.92,5.0,4.760300024515796,0.0066942963488432,5,0.0,B365,4.0-5.0,sportsbook,0.2032520325203252,1.0903789382814666,0.0086942963488432,0.0302059558195598,1.5933085305042167,0.0491161936119298,0.3531118015947137,0.2,1.6260162601626105,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,5.5707674077801554,5.5707674077801554,0.2145747305036182,lower_clv,True,5.441458082836159,5.441458082836159,0.2143119066724312,5.506112745308157,0.1293093249439962,5.441458082836159,0.2143119066724312,0.2143119066724312,1.0,0.87,model_agreement_0.625_kelly,draw,3.0414052534912805,True,0.2094337505152262,4.774779602332043,False,-0.87
2023-05,data\historical_csv\football-data\2223\E3.csv:553,data\historical_csv\football-data\2223\E3.csv,553,2023-05-08,E3,Walsall,Doncaster,away,0.2203656009029822,0.2078818068667256,4.92,5.0,2.277848978428998,0.0104837940362566,5,0.0,B365,4.0-5.0,sportsbook,0.2032520325203252,1.0841987564426725,0.0124837940362566,0.0475745488102391,1.5933085305042167,0.0485609980613324,0.3511103917484093,0.2,1.6260162601626105,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,4.833769684764575,4.833769684764575,0.2130767676519605,lower_clv,True,4.7715281478307725,4.7715281478307725,0.2129502604630706,4.802648916297674,0.0622415369338025,4.7715281478307725,0.2129502604630706,0.2129502604630706,1.0,0.76,model_agreement_0.625_kelly,home,1.3479570339041569,True,0.2059917825892361,4.85456258220785,False,-0.76
2023-05,data\historical_csv\football-data\2223\SP2.csv:454,data\historical_csv\football-data\2223\SP2.csv,454,2023-05-27,SP2,Andorra,Villarreal B,away,0.2315564308062333,0.2178040969346361,4.773,4.85,3.957895466901795,0.0117523338715972,5,0.0,PS,4.0-5.0,sportsbook,0.2095118374188141,1.1052188442381514,0.0137523338715972,0.050753649253782,1.5629750380237597,0.0536183806477219,0.3619169212440185,0.2,1.6132411481248663,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,5.160125783055509,5.160125783055509,0.2203229117600157,lower_clv,True,4.973513316038325,4.973513316038325,0.2199319365515154,5.066819549546917,0.1866124670171842,4.973513316038325,0.2199319365515154,0.2199319365515154,1.0,0.82,model_agreement_0.625_kelly,home,-24.774334811793995,False,0.1576066733463356,6.344908998888212,False,-0.82
2023-05,data\historical_csv\football-data\2223\SP2.csv:463,data\historical_csv\football-data\2223\SP2.csv,463,2023-05-28,SP2,Sp Gijon,Ponferradina,away,0.2513264928546236,0.2443271491606387,4.2634,4.33,4.166436773146698,0.0049993436939849,5,0.0,B365,4.0-5.0,sportsbook,0.234554580850964,1.0715053696364023,0.0069993436939849,0.0198918292982218,1.450066964016957,0.0631650060106051,0.3644402444707336,0.2,1.5621335084674337,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,4.034972977429058,4.034972977429058,0.2440187948056224,lower_clv,True,4.156283766661661,4.156283766661661,0.2443033348188339,4.09562837204536,0.121310789232603,4.034972977429058,0.2440187948056224,0.2440187948056224,1.0,0.77,model_agreement_0.625_kelly,away,-3.944333511765241,False,0.2253029659150789,4.438467979941815,True,2.51
