bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2017-08-06,2017-08-07,USA,Minnesota United,Seattle Sounders,home,away,3.92,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-08-13,2017-08-14,USA,Los Angeles Galaxy,New York City,home,away,2.54,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-08-17,2017-08-18,USA,CF Montreal,Chicago Fire,home,home,2.35,10.0,True,13.5,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-08-20,2017-08-21,USA,Chicago Fire,Toronto FC,home,away,2.63,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-08-24,2017-08-25,USA,DC United,Atlanta Utd,home,home,2.97,10.0,True,19.7,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-08-27,2017-08-28,USA,CF Montreal,Toronto FC,home,away,2.96,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-08,2017-18
2017-09-07,2017-09-08,USA,New York City,Sporting Kansas City,home,home,2.36,10.0,True,13.6,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-09-10,2017-09-11,USA,Minnesota United,Philadelphia Union,home,draw,2.62,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-09-17,2017-09-18,USA,Los Angeles Galaxy,Toronto FC,home,away,2.81,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-09-23,2017-09-24,USA,New England Revolution,Toronto FC,home,home,2.28,10.0,True,12.8,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-09-24,2017-09-25,USA,Minnesota United,FC Dallas,home,home,3.68,10.0,True,26.8,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-09-30,2017-10-01,USA,Orlando City,FC Dallas,home,draw,2.34,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-09,2017-18
2017-10-01,2017-10-02,USA,Los Angeles Galaxy,Real Salt Lake,home,draw,2.97,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-08,2017-10-09,USA,Colorado Rapids,FC Dallas,home,draw,3.73,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-15,2017-10-16,USA,New England Revolution,New York City,home,home,2.7,10.0,True,17.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-16,2017-10-17,USA,Colorado Rapids,Real Salt Lake,home,home,3.34,10.0,True,23.4,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-27,2017-10-28,USA,Houston Dynamo,Sporting Kansas City,home,draw,2.14,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-30,2017-10-31,USA,Vancouver Whitecaps,Seattle Sounders,home,draw,2.71,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-10-31,2017-11-01,USA,Houston Dynamo,Portland Timbers,home,draw,2.2,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-10,2017-18
2017-11-22,2017-11-23,USA,Houston Dynamo,Seattle Sounders,home,away,2.43,10.0,False,-10.0,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4|USA,2017-11,2017-18
