window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2017-01,2017-12,20,200.0,-3.2,-1.6,40.0,1,3,False
2017-07,2018-06,20,200.0,-3.2,-1.6,40.0,1,3,False
2018-01,2018-12,0,0.0,0.0,0.0,0.0,0,0,False
2018-07,2019-06,0,0.0,0.0,0.0,0.0,0,0,False
2019-01,2019-12,0,0.0,0.0,0.0,0.0,0,0,False
2019-07,2020-06,0,0.0,0.0,0.0,0.0,0,0,False
2020-01,2020-12,0,0.0,0.0,0.0,0.0,0,0,False
2020-07,2021-06,0,0.0,0.0,0.0,0.0,0,0,False
2021-01,2021-12,0,0.0,0.0,0.0,0.0,0,0,False
2021-07,2022-06,0,0.0,0.0,0.0,0.0,0,0,False
2022-01,2022-12,0,0.0,0.0,0.0,0.0,0,0,False
2022-07,2023-06,0,0.0,0.0,0.0,0.0,0,0,False
2023-01,2023-12,0,0.0,0.0,0.0,0.0,0,0,False
2023-07,2024-06,0,0.0,0.0,0.0,0.0,0,0,False
2024-01,2024-12,0,0.0,0.0,0.0,0.0,0,0,False
2024-07,2025-06,0,0.0,0.0,0.0,0.0,0,0,False
2025-01,2025-12,0,0.0,0.0,0.0,0.0,0,0,False
