test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,predicted_closing_edge_pct,lower_closing_edge_pct,predicted_closing_probability,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2021-11,data\historical_csv\football-data\2122\SP2.csv:156,data\historical_csv\football-data\2122\SP2.csv,156,2021-11-05,SP2,Huesca,Leganes,away,0.3409449986821152,0.33577821879001535,3.646,3.7,22.424738570839597,0.0031667798920998456,5,0.0,WH,3.0-4.0,sportsbook,0.27427317608337903,1.243085465194992,0.005166779892099849,0.00928824269116919,1.2936306762564713,0.11624349212634753,0.4410569092114064,0.2,1.4810751508502529,away:3.0-4.0,away:sportsbook,sportsbook:3.0-4.0,17.417576437974837,15.534387067443545,0.3220449161765629,0.59,0.31687983287834215,True,0.3410771421894977,2.9318880578764026,24.356726042290866,True,away,True,1.56
2021-11,data\historical_csv\football-data\2122\B1.csv:119,data\historical_csv\football-data\2122\B1.csv,119,2021-11-05,B1,Oud-Heverlee Leuven,Oostende,home,0.4970961823934177,0.4903947771720581,2.225,2.25,9.112837920782923,0.004701405221359606,5,0.0,WH,2.0-3.0,sportsbook,0.449438202247191,1.1060390058253544,0.006701405221359591,0.009457737532248366,0.7997569156182036,0.24710461455010999,0.3975561095965437,0.2,1.1235955056179803,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,11.21612828428904,10.066897250434925,0.49984776756983834,0.82,0.4946826842716176,True,0.5421595740457542,1.844475405161078,20.630505225180308,True,home,True,1.0
2021-11,data\historical_csv\football-data\2122\SP2.csv:158,data\historical_csv\football-data\2122\SP2.csv,158,2021-11-06,SP2,Oviedo,Las Palmas,home,0.4454368932038835,0.41578383457923945,2.323,2.35,-3.4134152272426777,0.02765305862464406,5,0.0,WH,2.0-3.0,sportsbook,0.4304778303917348,1.0347499029126215,0.02965305862464407,0.062080754976860025,0.8428594537882721,0.19841402582712794,0.37544069650297013,0.2,1.162290142057687,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,2.4791786293900886,1.2793297792134117,0.4411501447670688,0.1,0.4359850614688481,True,0.4447722322068942,2.248341797414257,3.3205895416615228,True,draw,False,-0.1
2021-11,data\historical_csv\football-data\2122\SP2.csv:163,data\historical_csv\football-data\2122\SP2.csv,163,2021-11-07,SP2,Almeria,Burgos,home,0.6294575586352333,0.616145259982506,1.7153999999999998,1.73,5.693557897399071,0.011312298652727289,5,0.0,WH,1.5-2.0,sportsbook,0.5829544129649062,1.0797714960828793,0.013312298652727317,0.017971503396121254,0.5396462895741839,0.3962168181230282,0.339684435961928,0.2,0.8511134429287637,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,8.123364922091337,7.2373465331145415,0.6303099272594809,1.01,0.62514484396126,True,0.6733347606525323,1.4851453666685717,15.50384484233538,True,home,True,0.72
2021-11,data\historical_csv\football-data\2122\SP2.csv:186,data\historical_csv\football-data\2122\SP2.csv,186,2021-11-21,SP2,Ponferradina,Sp Gijon,home,0.37036822371143313,0.3623412473809267,2.715,2.75,-1.6243513360784,0.006026976330506398,5,0.0,WH,2.0-3.0,sportsbook,0.3683241252302026,1.0055497273765408,0.008026976330506419,0.016272930409932322,0.9987919533858987,0.13717262113516218,0.3699208016328078,0.2,1.2891344383057168,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.079508588843206,2.6771884733762796,0.38334993955375035,0.16,0.3781848562555296,True,0.4313266066220272,2.318428737405256,17.10517369788038,True,home,True,0.27
2021-11,data\historical_csv\football-data\2122\SP2.csv:189,data\historical_csv\football-data\2122\SP2.csv,189,2021-11-26,SP2,Alcorcon,Lugo,home,0.42539013641633056,0.4139378549031113,2.4699999999999998,2.5,2.2426501610684824,0.009452281513219255,5,0.0,WH,2.0-3.0,sportsbook,0.40485829959514175,1.0507136369483363,0.011452281513219253,0.02222026489106997,0.9042181506398858,0.18095676816030432,0.38464548245082314,0.2,1.2145748987854255,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,6.530644645990602,5.254869071330082,0.43129815646150044,0.36,0.42613307316327975,True,0.4067551749975636,2.4584813211189998,0.4685282243982014,True,draw,False,-0.36
2021-12,data\historical_csv\football-data\2122\B1.csv:146,data\historical_csv\football-data\2122\B1.csv,146,2021-12-03,B1,St Truiden,St. Gilloise,home,0.2491322587215617,0.23960760899493816,4.43,4.5,6.1461707847575875,0.007524649726623528,5,0.0,WH,4.0-5.0,sportsbook,0.22573363431151244,1.1036559061365183,0.009524649726623535,0.030203433972126915,1.4883995840570443,0.06206688233570715,0.3708083502563644,0.2,1.5801354401805856,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,12.5276619339594,10.355863396994325,0.2540127808892989,0.3,0.24911030112188337,True,0.210824674735707,4.743277803006764,-6.604669092081794,False,away,False,-0.3
2021-12,data\historical_csv\football-data\2122\D2.csv:139,data\historical_csv\football-data\2122\D2.csv,139,2021-12-04,D2,Hansa Rostock,Ingolstadt,home,0.6345145420320519,0.6093168669209921,1.8134000000000001,1.83,10.493520647452703,0.023197675111059853,5,0.0,B365,1.5-2.0,sportsbook,0.5514503143266791,1.150628670520923,0.02519767511105986,0.03655972176267009,0.5952035362298188,0.4026087040501446,0.3776652992067213,0.2,0.9154075217822744,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,11.68294099407201,10.79392531304888,0.6158759291610897,1.33,0.6109734493936742,True,0.6064923221779523,1.6488254895114527,9.98131770374988,True,draw,False,-1.33
2021-12,data\historical_csv\football-data\2122\B1.csv:153,data\historical_csv\football-data\2122\B1.csv,153,2021-12-05,B1,Standard,Charleroi,draw,0.2705801500737049,0.25399791538039773,4.038,4.1,2.564358230604613,0.014582234693307154,5,0.0,BW,4.0-5.0,sportsbook,0.24764735017335313,1.0926026459976204,0.016582234693307163,0.05389247766081516,1.3957495198906458,0.07321361761390867,0.37766211455731247,0.2,1.535413571074784,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,6.58834047893635,4.608719148853968,0.2639632007898374,0.15,0.2590607210224219,True,0.27815894427708326,3.595066851432493,12.32058169908623,True,away,False,-0.15
2021-12,data\historical_csv\football-data\2122\D2.csv:147,data\historical_csv\football-data\2122\D2.csv,147,2021-12-10,D2,Schalke 04,Nurnberg,away,0.30219022088253183,0.28789405526619943,3.842,3.9,10.608896033273819,0.012296165616332415,5,0.0,BW,3.0-4.0,sportsbook,0.2602811035918792,1.1610148286306874,0.014296165616332401,0.040690150662129505,1.345993064346365,0.09131892959703337,0.4067459414211839,0.2,1.5096304008328953,away:3.0-4.0,away:sportsbook,sportsbook:3.0-4.0,8.325945330819495,6.442412604178438,0.2819519659833927,0.23,0.2770494862159772,True,0.2724408326726931,3.6705217429774453,4.67176791284869,True,home,False,-0.23
