test_month,date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved
2021-11,2021-11-01,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-02,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-03,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-04,0,0.0,0.0,0.0,0.0,100.0
2021-11,2021-11-05,1,0.68,0.83,0.83,0.0,99.32
2021-11,2021-11-06,0,0.0,0.0,0.83,0.0,100.0
2021-11,2021-11-07,1,0.84,0.6,1.43,0.0,99.16
2021-11,2021-11-08,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-09,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-10,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-11,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-12,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-13,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-14,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-15,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-16,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-17,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-18,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-19,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-20,0,0.0,0.0,1.43,0.0,100.0
2021-11,2021-11-21,1,0.1,0.17,1.6,0.0,99.9
2021-11,2021-11-22,0,0.0,0.0,1.6,0.0,100.0
2021-11,2021-11-23,0,0.0,0.0,1.6,0.0,100.0
2021-11,2021-11-24,0,0.0,0.0,1.6,0.0,100.0
2021-11,2021-11-25,0,0.0,0.0,1.6,0.0,100.0
2021-11,2021-11-26,1,0.29,-0.29,1.31,0.29,99.71
2021-11,2021-11-27,0,0.0,0.0,1.31,0.29,100.0
2021-11,2021-11-28,0,0.0,0.0,1.31,0.29,100.0
2021-11,2021-11-29,0,0.0,0.0,1.31,0.29,100.0
2021-11,2021-11-30,0,0.0,0.0,1.31,0.29,100.0
2022-01,2022-01-01,0,0.0,0.0,0.0,0.0,100.0
2022-01,2022-01-02,1,0.24,-0.24,-0.24,0.24,99.76
2022-01,2022-01-03,0,0.0,0.0,-0.24,0.24,100.0
2022-01,2022-01-04,0,0.0,0.0,-0.24,0.24,100.0
2022-01,2022-01-05,0,0.0,0.0,-0.24,0.24,100.0
2022-01,2022-01-06,0,0.0,0.0,-0.24,0.24,100.0
2022-01,2022-01-07,0,0.0,0.0,-0.24,0.24,100.0
2022-01,2022-01-08,1,0.1,-0.1,-0.34,0.34,99.9
2022-01,2022-01-09,0,0.0,0.0,-0.34,0.34,100.0
2022-01,2022-01-10,0,0.0,0.0,-0.34,0.34,100.0
2022-01,2022-01-11,0,0.0,0.0,-0.34,0.34,100.0
2022-01,2022-01-12,0,0.0,0.0,-0.34,0.34,100.0
