label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2023-24,71,53,0.7465,0.6345,1.5415,0.656,0.0905,-0.0215,710.0,102.8,14.48,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2024-25,60,44,0.7333,0.6099,1.4702,0.6912,0.0422,-0.0812,600.0,32.5,5.42,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2025-26,56,46,0.8214,0.7016,1.4275,0.7125,0.109,-0.0109,560.0,88.9,15.88,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2022-23,31,19,0.6129,0.4382,1.5716,0.641,-0.0281,-0.2028,310.0,-15.7,-5.06,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
