date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2023-12-10,SP2,Huesca,Ferrol,draw,home,0.3691,0.017,0.0563,3.0,1.0,False,-1.0,2023-12
2023-12-16,E3,Harrogate,Notts County,draw,home,0.292976,0.015437,0.040769,3.75,1.0,False,-1.0,2023-12
2024-01-16,E2,Barnsley,Carlisle,home,home,0.696326,0.016084,0.020364,1.5,1.0,True,0.5,2024-01
2024-01-27,SC0,Livingston,Dundee,draw,away,0.462807,0.02335,0.318372,3.0,1.94,False,-1.94,2024-01
2024-01-27,SC0,Kilmarnock,Hibernian,draw,draw,0.326202,0.02335,0.029696,3.4,1.0,True,2.4,2024-01
2024-01-30,E3,Sutton,Harrogate,away,away,0.418598,0.014769,0.062069,2.63,1.0,True,1.63,2024-01
2024-03-02,SP1,Valencia,Real Madrid,draw,draw,0.290156,0.017635,0.035581,3.8,1.0,True,2.8,2024-03
2024-03-03,SP2,Andorra,Valladolid,draw,home,0.360723,0.016041,0.068513,3.1,1.41,False,-1.41,2024-03
2024-03-05,E3,Barrow,Gillingham,draw,home,0.35611,0.014612,0.126942,3.3,1.9,False,-1.9,2024-03
2024-03-05,E3,Bradford,Doncaster,draw,draw,0.329534,0.014612,0.102227,3.5,1.53,True,3.83,2024-03
2024-03-16,I2,Bari,Sampdoria,draw,away,0.370864,0.017477,0.024822,2.9,1.0,False,-1.0,2024-03
2024-03-17,D1,Freiburg,Leverkusen,away,away,0.68176,0.019642,0.013041,1.53,2.03,True,1.08,2024-03
2024-03-17,I1,Verona,Milan,away,away,0.612958,0.017484,0.012306,1.7,1.5,True,1.05,2024-03
2024-03-29,E1,Watford,Leeds,away,draw,0.675733,0.014477,0.024947,1.55,2.15,False,-2.15,2024-03
2024-03-29,E1,Bristol City,Leicester,away,home,0.613774,0.014477,0.018803,1.7,1.55,False,-1.55,2024-03
2024-03-29,E2,Wigan,Burton,draw,draw,0.303804,0.014563,0.012342,3.5,1.0,True,2.5,2024-03
2024-03-30,F1,Metz,Monaco,away,away,0.643366,0.018495,0.012291,1.62,1.7,True,1.06,2024-03
2024-03-31,E0,Man City,Arsenal,draw,draw,0.295582,0.017931,0.055071,3.8,1.1,True,3.08,2024-03
2024-04-06,E2,Reading,Lincoln,draw,draw,0.319313,0.014415,0.036654,3.4,1.0,True,2.4,2024-04
2024-04-07,SP2,Tenerife,Eibar,draw,home,0.371728,0.015936,0.031796,2.9,1.03,False,-1.03,2024-04
2024-04-09,E2,Bristol Rvs,Reading,draw,away,0.312434,0.014415,0.013265,3.4,1.0,False,-1.0,2024-04
2024-04-13,I2,Cittadella,Ascoli,draw,draw,0.371316,0.017507,0.01897,2.88,1.0,True,1.88,2024-04
2024-04-13,E2,Cambridge,Charlton,draw,draw,0.312143,0.014415,0.012274,3.4,1.0,True,2.4,2024-04
2024-04-13,E2,Shrewsbury,Wycombe,draw,away,0.320886,0.014415,0.011356,3.3,1.0,False,-1.0,2024-04
2024-04-14,SP2,Andorra,Eibar,draw,away,0.347493,0.015936,0.027824,3.1,1.0,False,-1.0,2024-04
2024-04-14,SP2,Ferrol,Huesca,draw,home,0.369991,0.015936,0.026757,2.9,1.0,False,-1.0,2024-04
2024-04-21,SP2,Eibar,Alcorcon,home,home,0.704032,0.016988,0.030566,1.5,2.8,True,1.4,2024-04
2024-04-22,I1,Roma,Bologna,draw,away,0.35646,0.017723,0.050084,3.1,1.25,False,-1.25,2024-04
2024-04-24,E1,Coventry,Hull,draw,away,0.297615,0.014527,0.019116,3.6,1.0,False,-1.0,2024-04
2024-04-27,SP2,Leganes,Zaragoza,draw,draw,0.345839,0.015936,0.022697,3.1,1.0,True,2.1,2024-04
2024-04-27,E3,Gillingham,Doncaster,draw,draw,0.296806,0.014439,0.016521,3.6,1.0,True,2.6,2024-04
2024-04-28,E0,Tottenham,Arsenal,draw,away,0.279338,0.017694,0.098907,4.2,1.35,False,-1.35,2024-04
2024-04-28,SP1,Cadiz,Mallorca,draw,draw,0.371747,0.017535,0.027215,2.9,1.03,True,1.95,2024-04
2024-05-01,I2,Reggiana,Modena,draw,home,0.450701,0.017509,0.126299,2.6,2.68,False,-2.68,2024-05
2024-05-03,I1,Torino,Bologna,draw,draw,0.38573,0.017813,0.030167,2.8,1.11,True,2.0,2024-05
2024-05-10,F1,Brest,Reims,home,draw,0.629735,0.020157,0.017996,1.67,1.93,False,-1.93,2024-05
2024-05-12,SP2,Cartagena,Tenerife,draw,home,0.370501,0.016181,0.02753,2.9,1.0,False,-1.0,2024-05
2024-05-14,SP1,Osasuna,Mallorca,draw,draw,0.375486,0.017949,0.036859,2.9,1.17,True,2.22,2024-05
2024-05-18,T1,Kayserispor,Konyaspor,draw,draw,0.460762,0.018675,0.061008,2.4,1.89,True,2.65,2024-05
2024-05-26,T1,Konyaspor,Galatasaray,draw,away,0.601174,0.018675,0.135872,1.95,4.53,False,-4.53,2024-05
2024-10-05,SP2,Mirandes,Granada,draw,away,0.376048,0.01721,0.040628,2.9,1.0,False,-1.0,2024-10
2024-10-05,SP1,Getafe,Osasuna,draw,draw,0.367421,0.018052,0.01317,2.9,1.0,True,1.9,2024-10
2024-10-05,F1,Rennes,Monaco,draw,away,0.306481,0.020275,0.001724,3.5,1.0,False,-1.0,2024-10
2024-10-13,SP2,Huesca,Albacete,draw,draw,0.368182,0.01721,0.017819,2.9,1.0,True,1.9,2024-10
2024-10-17,E2,Shrewsbury,Exeter,away,away,0.455833,0.01571,0.012283,2.3,1.0,True,1.3,2024-10
2024-10-19,I2,Sudtirol,Pisa,draw,away,0.464352,0.018868,0.171624,2.63,1.36,False,-1.36,2024-10
2024-10-25,T1,Ad. Demirspor,Sivasspor,draw,away,0.34734,0.018904,0.116685,3.4,1.0,False,-1.0,2024-10
2024-10-29,I2,Modena,Cremonese,draw,draw,0.37608,0.018868,0.000194,2.8,1.0,True,1.8,2024-10
2024-11-01,SP1,Alaves,Mallorca,draw,home,0.353459,0.018545,0.00474,3.0,1.0,False,-1.0,2024-11
2024-11-03,T1,Bodrumspor,Alanyaspor,draw,draw,0.380335,0.019238,0.011072,2.8,1.0,True,1.8,2024-11
2024-11-06,E1,Millwall,Leeds,away,home,0.543855,0.016015,0.002896,1.9,1.0,False,-1.0,2024-11
2024-11-08,I1,Lecce,Empoli,draw,draw,0.357345,0.018768,0.015732,3.0,1.0,True,2.0,2024-11
2024-11-09,SP2,Huesca,Zaragoza,draw,draw,0.449039,0.01721,0.165939,2.7,1.25,True,2.12,2024-11
2024-11-09,E2,Wigan,Wycombe,draw,away,0.315211,0.016227,0.016544,3.4,1.0,False,-1.0,2024-11
2024-11-16,SP2,Levante,Elche,draw,draw,0.377813,0.01721,0.153931,3.2,1.0,True,2.2,2024-11
2024-11-17,SP2,Cartagena,Huesca,draw,home,0.36779,0.01721,0.009672,2.88,1.0,False,-1.0,2024-11
2024-11-23,SP1,Valencia,Betis,draw,home,0.363685,0.018545,0.035418,3.0,1.0,False,-1.0,2024-11
2024-11-23,E2,Mansfield,Bristol Rvs,draw,away,0.290991,0.016227,0.030366,3.75,1.0,False,-1.0,2024-11
2024-11-23,E2,Bolton,Blackpool,draw,home,0.298687,0.016227,0.016856,3.6,1.0,False,-1.0,2024-11
2024-11-24,I1,Como,Fiorentina,draw,away,0.351947,0.018768,0.032856,3.1,1.0,False,-1.0,2024-11
2024-11-24,E1,Swansea,Leeds,away,away,0.574456,0.016015,0.005194,1.8,1.0,True,0.8,2024-11
2024-11-24,I1,Torino,Monza,draw,draw,0.352607,0.018768,0.001519,3.0,1.0,True,2.0,2024-11
2024-11-25,I1,Empoli,Udinese,draw,draw,0.366271,0.018768,0.007759,2.9,1.0,True,1.9,2024-11
2024-11-27,E1,Middlesbrough,Blackburn,home,away,0.67349,0.017349,0.003897,1.53,1.0,False,-1.0,2024-11
2024-11-29,T1,Antalyaspor,Sivasspor,draw,home,0.366225,0.019238,0.214456,3.5,1.13,False,-1.13,2024-11
2024-11-30,E3,Fleetwood Town,Colchester,draw,draw,0.341231,0.016149,0.170297,3.6,1.0,True,2.6,2024-11
2024-11-30,SP2,Tenerife,Elche,draw,draw,0.36759,0.01721,0.009094,2.88,1.0,True,1.88,2024-11
2024-12-01,SP2,Eldense,Ferrol,draw,draw,0.358734,0.017225,0.024525,3.0,1.0,True,2.0,2024-12
2024-12-03,E2,Stevenage,Northampton,draw,home,0.317607,0.015981,0.025527,3.4,1.0,False,-1.0,2024-12
2024-12-07,SP2,Huesca,Eibar,draw,home,0.443696,0.017225,0.151472,2.7,1.16,False,-1.16,2024-12
2024-12-07,SP1,Valencia,Vallecano,draw,away,0.373949,0.018937,0.029535,2.9,1.0,False,-1.0,2024-12
2024-12-08,I1,Verona,Empoli,draw,away,0.402221,0.019099,0.053585,2.75,1.0,False,-1.0,2024-12
2024-12-11,E1,Cardiff,Preston,draw,away,0.347283,0.015792,0.060769,3.2,1.0,False,-1.0,2024-12
2024-12-19,SP2,La Coruna,Castellon,draw,home,0.308638,0.017225,0.049086,3.6,1.0,False,-1.0,2024-12
2024-12-21,E1,Portsmouth,Coventry,away,home,0.550619,0.015469,0.022137,1.91,1.0,False,-1.0,2024-12
2024-12-29,E3,Tranmere,Barrow,draw,draw,0.320255,0.015939,0.034676,3.4,1.0,True,2.4,2024-12
2024-12-30,P1,Famalicao,Santa Clara,draw,away,0.375024,0.021624,0.024861,2.9,1.0,False,-1.0,2024-12
2025-01-10,F1,Nantes,Monaco,away,draw,0.606903,0.020296,0.014829,1.73,1.0,False,-1.0,2025-01
2025-01-11,SP1,Sevilla,Valencia,draw,draw,0.367008,0.018466,0.150188,3.3,1.0,True,2.3,2025-01
2025-01-11,SP2,Huesca,Mirandes,draw,home,0.37785,0.016639,0.011392,2.8,1.0,False,-1.0,2025-01
2025-01-12,SP2,Cadiz,Levante,draw,draw,0.415283,0.016639,0.235796,3.1,1.37,True,2.87,2025-01
2025-01-12,I2,Palermo,Modena,draw,home,0.37845,0.018161,0.044837,2.9,1.0,False,-1.0,2025-01
2025-01-18,E1,Derby,Watford,draw,away,0.330888,0.015127,0.073586,3.4,1.0,False,-1.0,2025-01
2025-01-18,E1,Portsmouth,Middlesbrough,away,home,0.602988,0.014758,0.029403,1.75,1.0,False,-1.0,2025-01
2025-01-18,E3,Morecambe,Crewe,draw,away,0.331668,0.015293,0.028219,3.25,1.0,False,-1.0,2025-01
2025-01-19,SP2,Burgos,La Coruna,draw,away,0.365793,0.016639,0.012547,2.9,1.0,False,-1.0,2025-01
2025-01-21,E1,Millwall,Cardiff,draw,draw,0.372271,0.015127,0.035716,2.9,1.0,True,1.9,2025-01
2025-01-28,E2,Wrexham,Stevenage,draw,away,0.342914,0.015311,0.015567,3.1,1.0,False,-1.0,2025-01
2025-02-02,I2,Sudtirol,Reggiana,draw,home,0.392842,0.017704,0.050384,2.8,1.39,False,-1.39,2025-02
2025-02-02,N1,Almere City,Waalwijk,draw,away,0.313096,0.019892,0.026213,3.5,1.0,False,-1.0,2025-02
2025-02-15,E2,Wigan,Stockport,draw,away,0.320528,0.014761,0.039609,3.4,1.0,False,-1.0,2025-02
2025-02-16,I2,Frosinone,Reggiana,draw,draw,0.389581,0.017704,0.071005,2.88,1.62,True,3.05,2025-02
2025-02-22,E1,Derby,Millwall,draw,away,0.396676,0.014579,0.108081,2.9,1.98,False,-1.98,2025-02
2025-02-28,F2,Troyes,Bastia,draw,home,0.390902,0.018411,0.024349,2.75,1.07,False,-1.07,2025-02
2025-03-01,P1,Nacional,Famalicao,draw,home,0.363247,0.019811,0.030307,3.0,1.12,False,-1.12,2025-03
2025-03-01,E2,Exeter,Northampton,draw,draw,0.316133,0.014746,0.024716,3.4,1.0,True,2.4,2025-03
2025-03-01,B1,Gent,Club Brugge,away,draw,0.608969,0.019301,0.020126,1.73,1.83,False,-1.83,2025-03
2025-03-01,N1,Groningen,Twente,draw,draw,0.310875,0.01973,0.019005,3.5,1.0,True,2.5,2025-03
2025-03-01,T1,Ad. Demirspor,Bodrumspor,away,draw,0.604995,0.017807,0.015834,1.73,1.6,False,-1.6,2025-03
2025-03-01,SP1,Betis,Real Madrid,away,home,0.601668,0.017463,0.010673,1.73,1.4,False,-1.4,2025-03
2025-03-02,SP2,Albacete,Cadiz,draw,home,0.371014,0.016104,0.029237,2.9,1.0,False,-1.0,2025-03
2025-03-15,I2,Frosinone,Brescia,draw,home,0.421955,0.01746,0.063821,2.63,1.68,False,-1.68,2025-03
2025-03-16,SP1,Osasuna,Getafe,draw,away,0.419029,0.017834,0.155443,2.88,2.75,False,-2.75,2025-03
2025-03-16,I2,Reggiana,Sampdoria,draw,draw,0.383966,0.01746,0.026217,2.8,1.04,True,1.88,2025-03
2025-03-29,E2,Reading,Peterboro,draw,home,0.3111,0.014746,0.037238,3.5,1.0,False,-1.0,2025-03
2025-03-29,SP2,Eldense,Burgos,draw,draw,0.371602,0.016104,0.023835,2.88,1.0,True,1.88,2025-03
2025-04-01,P1,Boavista,Gil Vicente,draw,away,0.348569,0.019771,0.085035,3.3,1.63,False,-1.63,2025-04
2025-04-05,T1,Rizespor,Sivasspor,draw,draw,0.298204,0.018182,0.064083,3.8,1.19,True,3.33,2025-04
2025-04-08,E1,Middlesbrough,Leeds,away,away,0.630318,0.014181,0.02895,1.67,1.96,True,1.32,2025-04
2025-04-12,SP2,Cadiz,Elche,draw,away,0.370905,0.016023,0.029157,2.9,1.0,False,-1.0,2025-04
2025-04-18,E1,Derby,Luton,draw,away,0.368074,0.014462,0.025475,2.9,1.0,False,-1.0,2025-04
2025-04-26,E3,Harrogate,Notts County,away,away,0.62926,0.014275,0.027025,1.67,1.9,True,1.27,2025-04
2025-04-27,I2,Sudtirol,Juve Stabia,draw,home,0.360381,0.017526,0.028565,3.0,1.01,False,-1.01,2025-04
2025-11-22,E2,Stevenage,Doncaster,draw,draw,0.339379,0.016286,0.066208,3.3,1.3,True,3.0,2025-11
2025-11-22,E2,Reading,Rotherham,draw,draw,0.289107,0.016286,0.023078,3.75,1.0,True,2.75,2025-11
2025-12-03,E0,Burnley,Crystal Palace,away,away,0.596849,0.019115,0.011036,1.75,1.48,True,1.11,2025-12
2025-12-09,E2,Wycombe,Plymouth,draw,away,0.272925,0.015821,0.002709,3.9,1.0,False,-1.0,2025-12
2025-12-21,N1,For Sittard,AZ Alkmaar,away,home,0.577973,0.020793,0.002925,1.8,1.26,False,-1.26,2025-12
2025-12-27,I1,Parma,Fiorentina,draw,home,0.358682,0.019287,0.018183,3.0,1.0,False,-1.0,2025-12
2025-12-29,E1,Sheffield Weds,Blackburn,away,draw,0.602346,0.015597,0.003342,1.71,1.06,False,-1.06,2025-12
2026-01-07,E0,Fulham,Chelsea,away,home,0.508901,0.018139,0.006062,2.05,1.03,False,-1.03,2026-01
2026-01-14,D1,Hoffenheim,M'gladbach,draw,home,0.299352,0.020785,0.08641,3.9,1.44,False,-1.44,2026-01
2026-01-14,D1,RB Leipzig,Freiburg,draw,home,0.280882,0.020785,0.040387,4.0,1.03,False,-1.03,2026-01
2026-01-17,N1,NAC Breda,Nijmegen,home,away,0.356451,0.021692,0.004277,3.0,1.0,False,-1.0,2026-01
2026-01-18,I1,Parma,Genoa,draw,draw,0.510928,0.01868,0.255234,2.55,4.88,True,7.57,2026-01
2026-01-31,E3,Oldham,Cambridge,draw,away,0.350161,0.015169,0.004975,3.0,1.0,False,-1.0,2026-01
2026-03-11,E2,Port Vale,Bradford,draw,away,0.346131,0.014486,0.061265,3.2,1.22,False,-1.22,2026-03
2026-03-11,E1,Norwich,Sheffield United,draw,home,0.3022,0.014368,0.007411,3.5,1.0,False,-1.0,2026-03
