window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,48,480.0,69.5,14.48,83.0,8,2,True
2023-02,2024-01,50,500.0,245.5,49.1,30.0,10,0,True
2023-08,2024-07,48,480.0,74.5,15.52,103.0,6,4,True
2024-02,2025-01,58,580.0,-45.9,-7.91,103.0,4,6,False
2024-08,2025-07,56,560.0,-33.9,-6.05,137.2,5,5,False
2025-02,2026-01,30,300.0,47.0,15.67,70.0,6,4,True
