date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit,rule_label,rule_description,league_prior_matches,league_draw_rate,form_points_diff,form_goal_diff_delta,season_points_per_match_delta,season_goal_diff_per_match_delta,rest_days_delta,lambda_total,lambda_diff,bet_date,season,log_odds,is_draw,is_home,league_prior_matches_scaled,abs_form_points_diff,abs_form_goal_diff_delta,abs_season_points_per_match_delta,abs_season_goal_diff_per_match_delta,predicted_probability,predicted_ev
2022-08-19,2022-08,G1,Volos NFC,Asteras Tripolis,draw,draw,3.4,"[2.8,3.5)",0.2776203966005666,"[0.20,0.28)",market_non_favorite,B365_CLOSE,True,2.4,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,240,0.25,1.4,2.4,-0.030303,0.090909,0.0,2.40734,0.358721,2022-08-19,2022,1.2237754316221157,1.0,0.0,0.24,1.4,2.4,0.030303,0.090909,0.3576203966005666,0.21590934844192633
2022-08-20,2022-08,G1,Atromitos,OFI Crete,draw,home,3.2,"[2.8,3.5)",0.2968388589051658,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,241,0.253112,0.4,1.2,-0.333333,-0.424242,0.0,2.392377,0.239019,2022-08-20,2022,1.1631508098056809,1.0,0.0,0.241,0.4,1.2,0.333333,0.424242,0.32090686038000354,0.0269019532160113
2022-08-28,2022-08,G1,Panetolikos,Aris,draw,home,3.2,"[2.8,3.5)",0.2977823236784602,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,250,0.252,-1.4,-1.8,-0.668521,-0.878378,1.0,2.353642,0.070865,2022-08-28,2022,1.1631508098056809,1.0,0.0,0.25,1.4,1.8,0.668521,0.878378,0.33460057096351986,0.07072182708326369
2022-08-29,2022-08,G1,Asteras Tripolis,Olympiakos,draw,draw,3.4,"[2.8,3.5)",0.27845036319612587,"[0.20,0.28)",market_non_favorite,B365_CLOSE,True,2.4,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,253,0.249012,-1.4,-1.2,-1.08903,-1.144674,2.0,2.338958,0.188336,2022-08-29,2022,1.2237754316221157,1.0,0.0,0.253,1.4,1.2,1.08903,1.144674,0.3584503631961259,0.218731234866828
2022-09-03,2022-09,G1,Lamia,Asteras Tripolis,draw,draw,3.1,"[2.8,3.5)",0.30719219829337663,"[0.28,0.34)",market_non_favorite,B365_CLOSE,True,2.1,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,254,0.251969,0.6,0.4,-0.457143,-0.542857,2.0,2.376906,0.115251,2022-09-03,2022,1.1314021114911006,1.0,0.0,0.254,0.6,0.4,0.457143,0.542857,0.38719219829337664,0.20029581470946756
2022-09-04,2022-09,G1,Volos NFC,OFI Crete,draw,away,3.4,"[2.8,3.5)",0.2797442959638206,"[0.20,0.28)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,257,0.252918,1.2,3.0,0.0,0.257143,1.0,2.414868,0.418946,2022-09-04,2022,1.2237754316221157,1.0,0.0,0.257,1.2,3.0,0.0,0.257143,0.3597442959638206,0.22313060627699
2022-09-11,2022-09,G1,Panathinaikos,AEK,draw,home,3.2,"[2.8,3.5)",0.29731830547998445,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,264,0.253788,1.2,0.8,0.205128,0.307692,1.0,2.418044,0.444348,2022-09-11,2022,1.1631508098056809,1.0,0.0,0.264,1.2,0.8,0.205128,0.307692,0.3641363310527824,0.16523625936890385
2022-09-17,2022-09,G1,Atromitos,Lamia,draw,draw,3.25,"[2.8,3.5)",0.29508196721311475,"[0.28,0.34)",market_non_favorite,B365_CLOSE,True,2.25,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,268,0.253731,1.0,1.6,0.324324,0.243243,2.0,2.425672,0.505376,2022-09-17,2022,1.1786549963416462,1.0,0.0,0.268,1.0,1.6,0.324324,0.243243,0.3743377319476589,0.21659762882989142
2022-09-18,2022-09,G1,Volos NFC,Ionikos,draw,home,3.25,"[2.8,3.5)",0.29422066549912435,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,271,0.254613,0.8,1.8,-0.027027,0.081081,-1.0,2.402261,0.318089,2022-09-18,2022,1.1786549963416462,1.0,0.0,0.271,0.8,1.8,0.027027,0.081081,0.37422066549912436,0.2162171628721541
2022-10-10,2022-10,G1,Atromitos,Giannina,draw,home,3.1,"[2.8,3.5)",0.3084158827936402,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,288,0.253472,0.2,1.4,-0.139194,-0.031136,1.0,2.40859,0.368721,2022-10-10,2022,1.1314021114911006,1.0,0.0,0.288,0.2,1.4,0.139194,0.031136,0.3535694930753209,0.09606542853349476
2022-10-16,2022-10,G1,Lamia,Panathinaikos,draw,away,3.1,"[2.8,3.5)",0.3084158827936402,"[0.28,0.34)",market_non_favorite,B365_CLOSE,False,-1.0,B365_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08|r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,291,0.250859,-1.8,-1.4,-1.081977,-1.412209,1.0,2.326612,0.287108,2022-10-16,2022,1.1314021114911006,1.0,0.0,0.291,1.8,1.4,1.081977,1.412209,0.3884158827936402,0.20408923666028467
