month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,INVEST,,133.0,7.0,4.0,0.1331
2022-09,INVEST,,140.0,13.0,5.0,0.2043
2022-10,INVEST,,153.0,19.0,7.0,0.1302
2022-11,INVEST,,172.0,10.0,3.0,0.0559
2022-12,INVEST,,182.0,4.0,2.0,0.1069
2023-01,INVEST,,186.0,18.0,7.0,0.1364
2023-02,INVEST,,204.0,17.0,3.0,0.0999
2023-03,INVEST,,221.0,12.0,5.0,0.1927
2023-04,INVEST,,233.0,21.0,8.0,0.1626
2023-05,INVEST,,254.0,9.0,4.0,0.2213
2023-06,ABSTAIN,no_candidates,,,,
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,263.0,6.0,4.0,0.1684
2023-09,INVEST,,269.0,14.0,8.0,0.1859
2023-10,INVEST,,283.0,9.0,5.0,0.2129
2023-11,INVEST,,292.0,7.0,3.0,0.1979
2023-12,INVEST,,299.0,6.0,4.0,0.2178
2024-01,INVEST,,305.0,18.0,6.0,0.2132
2024-02,INVEST,,323.0,16.0,7.0,0.1824
2024-03,INVEST,,339.0,13.0,5.0,0.2123
2024-04,INVEST,,335.0,12.0,5.0,0.2131
2024-05,INVEST,,335.0,2.0,1.0,0.2134
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,302.0,8.0,5.0,0.1902
2024-09,INVEST,,288.0,13.0,7.0,0.1245
2024-10,INVEST,,289.0,11.0,5.0,0.1927
2024-11,INVEST,,284.0,12.0,9.0,0.1692
2024-12,INVEST,,277.0,7.0,6.0,0.1635
2025-01,INVEST,,284.0,14.0,8.0,0.155
2025-02,INVEST,,298.0,13.0,4.0,0.1771
2025-03,INVEST,,304.0,12.0,3.0,0.1261
2025-04,INVEST,,303.0,17.0,7.0,0.183
2025-05,INVEST,,301.0,6.0,2.0,0.1785
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,275.0,4.0,1.0,0.153
2025-09,INVEST,,262.0,8.0,2.0,0.1914
2025-10,INVEST,,258.0,11.0,1.0,0.0634
2025-11,INVEST,,248.0,13.0,4.0,0.1738
2025-12,INVEST,,252.0,8.0,2.0,0.0579
2026-01,INVEST,,260.0,11.0,4.0,0.1428
2026-02,INVEST,,271.0,14.0,4.0,0.1371
2026-03,INVEST,,279.0,10.0,2.0,0.1309
2026-04,ABSTAIN,no_positive_feature_edge,275.0,19.0,0.0,0.0
2026-05,INVEST,,285.0,16.0,5.0,0.1318
