month,date,rule_label,odds_source,key,selected,samples,wins,roi,edge,conservative_edge,reason,hit_rate,wilson_lower,avg_implied_probability,profit
2023-10,2023-10-23,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-23,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-24,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-24,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-27,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-27,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-28,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-10,2023-10-29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,0,0,0.0,0.0,0.0,cold_start,,,,
2023-12,2023-12-01,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-01,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-02,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-03,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-09,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-10,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-10,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-10,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-10,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-10,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.20,0.28)",True,10,2,-0.313,-0.09362271537466454,-0.23694176739397127,cold_start,0.2,0.056681,0.293623,-3.13
2023-12,2023-12-15,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-15,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_OPEN,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-16,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-16,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-16,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-16,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
2023-12,2023-12-16,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)|[0.28,0.34)",False,52,16,-0.0301923076923077,-0.009727365026090506,-0.11827404880486303,quality_fail,0.307692,0.199146,0.31742,-1.57
