month,bets,staked,profit,roi_pct
2022-10,9,90.0,32.7,36.33
2022-11,2,20.0,-6.0,-30.0
2023-01,5,50.0,-33.0,-66.0
2023-02,3,30.0,16.3,54.33
2023-03,4,40.0,-8.7,-21.75
2023-04,6,60.0,17.6,29.33
2023-05,7,70.0,-10.4,-14.86
2023-08,1,10.0,5.7,57.0
2023-09,6,60.0,32.8,54.67
2023-10,5,50.0,-5.0,-10.0
2023-11,5,50.0,27.4,54.8
2023-12,9,90.0,0.1,0.11
2024-01,5,50.0,10.2,20.4
2024-02,8,80.0,8.2,10.25
2024-03,5,50.0,25.3,50.6
2024-04,5,50.0,-2.6,-5.2
2024-05,10,100.0,22.2,22.2
2024-08,6,60.0,1.7,2.83
2024-09,6,60.0,24.6,41.0
2024-10,4,40.0,-25.5,-63.75
2024-11,5,50.0,11.9,23.8
2024-12,2,20.0,7.4,37.0
2025-01,3,30.0,-16.7,-55.67
2025-02,6,60.0,31.4,52.33
2025-03,6,60.0,6.7,11.17
2025-04,4,40.0,-2.2,-5.5
2025-05,4,40.0,19.1,47.75
2025-08,3,30.0,-1.2,-4.0
2025-09,4,40.0,-12.8,-32.0
2025-10,1,10.0,3.8,38.0
2025-11,5,50.0,13.1,26.2
2025-12,4,40.0,0.2,0.5
2026-01,3,30.0,12.0,40.0
2026-02,8,80.0,44.4,55.5
2026-03,6,60.0,11.9,19.83
2026-04,6,60.0,-22.7,-37.83
2026-05,6,60.0,29.4,49.0
