month,bets,staked,profit,roi_pct
2021-09,0,0.0,0.0,0.0
2021-10,0,0.0,0.0,0.0
2021-11,0,0.0,0.0,0.0
2021-12,22,16.61,7.29,43.89
2022-01,3,1.72,3.32,193.02
2022-02,28,46.35,17.63,38.04
2022-03,13,47.02,-12.28,-26.12
2022-04,11,47.83,32.52,67.99
2022-05,5,25.51,1.64,6.43
2022-08,9,3.74,3.88,103.74
2022-09,3,1.83,-1.83,-100.0
2022-10,8,13.66,8.59,62.88
2022-11,5,1.93,-0.53,-27.46
2022-12,1,0.57,-0.57,-100.0
2023-01,5,1.03,-0.48,-46.6
2023-02,10,6.84,-0.55,-8.04
2023-03,8,23.76,-1.24,-5.22
2023-04,14,37.74,17.61,46.66
2023-05,3,13.69,5.73,41.86
2023-08,1,0.36,0.88,244.44
2023-09,0,0.0,0.0,0.0
2023-10,1,1.55,1.0,64.52
2023-11,0,0.0,0.0,0.0
2023-12,1,1.17,-1.17,-100.0
2024-01,0,0.0,0.0,0.0
2024-02,2,0.52,1.59,305.77
2024-03,1,0.18,0.56,311.11
2024-04,2,0.44,0.11,25.0
2024-05,3,0.9,0.87,96.67
2024-08,28,21.38,3.95,18.48
2024-09,5,2.23,0.41,18.39
2024-10,4,2.66,-0.27,-10.15
2024-11,0,0.0,0.0,0.0
2024-12,1,0.98,2.9,295.92
2025-01,2,0.88,0.36,40.91
2025-02,19,21.14,11.57,54.73
2025-03,8,4.86,-0.1,-2.06
2025-04,7,3.42,-0.98,-28.65
2025-05,10,2.93,0.09,3.07
2025-08,0,0.0,0.0,0.0
2025-09,5,2.46,2.45,99.59
2025-10,9,7.76,2.08,26.8
2025-11,4,2.07,2.37,114.49
2025-12,6,3.64,1.98,54.4
2026-01,7,10.95,9.42,86.03
2026-02,1,0.12,0.42,350.0
2026-03,3,0.99,0.23,23.23
2026-04,3,4.17,4.53,108.63
