month,bets,staked,profit,roi_pct
2022-08,7,70.0,-38.3,-54.71
2022-09,4,40.0,-40.0,-100.0
2022-10,7,70.0,-5.3,-7.57
2022-11,3,30.0,31.5,105.0
2022-12,10,100.0,-2.7,-2.7
2023-01,6,60.0,5.7,9.5
2023-02,8,80.0,14.8,18.5
2023-03,7,70.0,22.4,32.0
2023-04,10,100.0,56.6,56.6
2023-05,5,50.0,49.8,99.6
2023-08,8,80.0,44.6,55.75
2023-09,9,90.0,-26.7,-29.67
2023-10,10,100.0,30.9,30.9
2023-11,8,80.0,-16.3,-20.38
2023-12,10,100.0,-69.0,-69.0
2024-01,6,60.0,-31.3,-52.17
2024-02,10,100.0,86.1,86.1
2024-03,5,50.0,-20.6,-41.2
2024-04,9,90.0,35.6,39.56
2024-05,2,20.0,-20.0,-100.0
2024-08,8,80.0,-17.6,-22.0
2024-09,10,100.0,24.6,24.6
2024-10,9,90.0,67.5,75.0
2024-11,7,70.0,58.6,83.71
2024-12,10,100.0,-67.3,-67.3
2025-01,8,80.0,-19.4,-24.25
2025-02,11,110.0,40.8,37.09
2025-03,10,100.0,-9.6,-9.6
2025-04,7,70.0,26.4,37.71
2025-05,4,40.0,-40.0,-100.0
2025-08,5,50.0,43.7,87.4
2025-09,8,80.0,13.5,16.88
2025-10,11,110.0,-47.1,-42.82
2025-11,12,120.0,35.8,29.83
2025-12,9,90.0,40.0,44.44
2026-01,9,90.0,103.8,115.33
2026-02,9,90.0,-29.1,-32.33
2026-03,11,110.0,51.1,46.45
2026-04,9,90.0,4.7,5.22
2026-05,2,20.0,-20.0,-100.0
