validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2019-01,2019-12,2014-01,2018-12,8,[],0,0.0,0.0,0.0,0.0,0,0,False
2020-01,2020-12,2015-01,2019-12,3,[],0,0.0,0.0,0.0,0.0,0,0,False
2021-01,2021-12,2016-01,2020-12,6,[],0,0.0,0.0,0.0,0.0,0,0,False
2022-01,2022-12,2017-01,2021-12,1,[],0,0.0,0.0,0.0,0.0,0,0,False
2023-01,2023-12,2018-01,2022-12,3,[],0,0.0,0.0,0.0,0.0,0,0,False
2024-01,2024-12,2019-01,2023-12,3,[],0,0.0,0.0,0.0,0.0,0,0,False
2025-01,2025-12,2020-01,2024-12,2,[],0,0.0,0.0,0.0,0.0,0,0,False
