label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2024-25,290,110,0.3793,0.3254,3.1354,0.3197,0.0596,0.0057,2900.0,558.0,19.24,CALIBRATED_EDGE_CONFIRMED,[]
2025-26,304,106,0.3487,0.2973,3.1454,0.3187,0.03,-0.0214,3040.0,287.7,9.46,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2023-24,249,76,0.3052,0.2513,3.1947,0.3137,-0.0084,-0.0623,2490.0,-88.7,-3.56,NO_CALIBRATED_EDGE,"['hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
2022-23,28,11,0.3929,0.2357,3.2068,0.3125,0.0804,-0.0768,280.0,70.6,25.21,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
