date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2024-10-22,E1,Cardiff,Portsmouth,home,home,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.528467,-0.018365,1.91,1.0,True,0.91,"ALL|home|[1.8,2.2)|ev>=-0.02|pure_delta=pure_disagrees",2024-10
2025-10-05,E0,Wolves,Brighton,away,draw,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,low_draw_league,low_draw_prob,0.516833,0.001662,2.0,1.0,False,-1.0,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-10
2025-10-18,E0,Nott'm Forest,Chelsea,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,low_draw_league,low_draw_prob,0.52043,-0.016366,1.95,1.0,True,0.95,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-10
2025-10-19,F1,Nantes,Lille,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.57146,-0.003523,1.8,1.0,True,0.8,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-10
2025-10-26,I1,Sassuolo,Roma,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,low_draw_prob,0.552866,-0.007116,1.85,1.0,True,0.85,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-10
2025-10-26,E0,Aston Villa,Man City,away,home,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.56666,-0.008817,1.8,1.0,False,-1.0,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-10
2025-11-01,E1,QPR,Ipswich,away,away,"[1.8,2.2)",market_favorite,clear_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.50185,-0.018985,2.01,1.0,True,1.01,"ALL|away|[1.8,2.2)|ev>=-0.02",2025-11
2025-11-21,F1,Nice,Marseille,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,low_draw_league,low_draw_prob,0.533313,-0.01543,1.91,1.0,True,0.91,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-11
2025-11-22,E2,Northampton,Cardiff,away,away,"[1.8,2.2)",market_favorite,clear_favorite,strong_model_edge,pure_disagrees,even_strength,normal_goal,normal_draw_league,low_draw_prob,0.509159,-0.004157,2.01,1.0,True,1.01,"ALL|away|[1.8,2.2)|ev>=-0.02",2025-11
2025-11-22,E0,Wolves,Crystal Palace,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.520442,-0.016993,1.95,1.0,True,0.95,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-11
2025-11-22,E0,Newcastle,Man City,away,home,"[1.8,2.2)",market_favorite,heavy_favorite,medium_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.520442,-0.016993,1.95,1.0,False,-1.0,"ALL|away|[1.8,2.2)|ev>=-0.02|market_shape=heavy_favorite",2025-11
2025-12-08,I1,Torino,Milan,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,normal_draw_league,low_draw_prob,0.573929,0.003806,1.8,1.0,True,0.8,"ALL|away|[1.8,2.2)|ev>=-0.02",2025-12
2025-12-14,F1,Auxerre,Lille,away,away,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.571624,-0.002875,1.8,1.0,True,0.8,"ALL|away|[1.8,2.2)|ev>=-0.02",2025-12
2026-04-05,F1,Angers,Lyon,away,draw,"[1.8,2.2)",market_favorite,heavy_favorite,strong_model_edge,pure_disagrees,large_gap,normal_goal,low_draw_league,low_draw_prob,0.571021,-0.001937,1.8,1.0,False,-1.0,"ALL|away|[1.8,2.2)|ev>=-0.02",2026-04
