test_month,date,league,match,outcome,probability,conservative_probability,odds,raw_odds,execution_cost_rate,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,stake,actual_outcome,profit,won,source_file,source_row
2026-03,2026-03-01,T1,Samsunspor v Gaziantep,away,0.20453523072718297,0.19443172893316418,5.29975,5.5,0.025,0.030439555413537045,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0034023345293458496,0.2343192386148877,4.267682013270523,24.18333848492513,True,0.18,draw,-0.18,False,data\historical_csv\football-data\2526\T1.csv,217
2026-03,2026-03-01,B1,Cercle Brugge v Dender,away,0.20823451749345984,0.2002404345998598,5.10865,5.3,0.025,0.022958296218573704,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0019960552624000197,0.21971722091220167,4.551304608024315,12.245838061311897,True,0.14,draw,-0.14,False,data\historical_csv\football-data\2526\B1.csv,217
2026-03,2026-03-07,E2,Blackpool v Wigan,away,0.34167611224191863,0.3349703334998431,3.058,3.1,0.0,0.024339279842520156,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0011371858280503312,0.35312630553868124,2.831847937452682,7.986024233728717,True,0.3,draw,-0.3,False,data\historical_csv\football-data\2526\E2.csv,411
2026-03,2026-03-08,T1,Konyaspor v Kasimpasa,away,0.25734124442500017,0.2483776295404828,4.34425,4.5,0.025,0.07901451713124241,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026424099230115752,0.21304390893687652,4.693868062176296,-7.448399860097421,False,0.59,draw,-0.59,False,data\historical_csv\football-data\2526\T1.csv,222
2026-03,2026-03-08,B1,Gent v Mechelen,away,0.2695269982574083,0.260923918187273,4.0576,4.2,0.025,0.058724890436678834,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0024020533800901936,0.2784213990175261,3.591677951223325,12.97226686535138,True,0.48,home,-0.48,False,data\historical_csv\football-data\2526\B1.csv,223
2026-03,2026-03-08,T1,Gaziantep v Karagumruk,away,0.25307748565511373,0.24697590467591482,4.153149999999999,4.3,0.025,0.025727978504775484,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0007343873194659355,0.28696383365608696,3.484759689956102,19.180384574877742,True,0.2,draw,-0.2,False,data\historical_csv\football-data\2526\T1.csv,220
2026-03,2026-03-09,P1,Tondela v Rio Ave,away,0.2706393745293617,0.25781994896556903,4.0576,4.2,0.025,0.04613022492269292,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005212950375861788,0.26743162657762687,3.739273521225553,8.513056800137875,True,0.38,away,1.16,True,data\historical_csv\football-data\2526\P1.csv,226
2026-03,2026-03-14,T1,Goztep v Alanyaspor,away,0.2671120694222485,0.2584865580048975,3.962049999999999,4.1,0.025,0.02413666714330387,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0024170076115673485,0.2718322953587588,3.6787387557472524,7.701314582617003,True,0.2,draw,-0.2,False,data\historical_csv\football-data\2526\T1.csv,231
2026-03,2026-03-15,T1,Samsunspor v Kayserispor,away,0.243697832668504,0.23099617604946865,4.4398,4.6,0.025,0.025576822424430823,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0051344377460235706,0.2542176502347045,3.933637176949585,12.867552351204093,True,0.19,home,-0.19,False,data\historical_csv\football-data\2526\T1.csv,235
2026-03,2026-03-19,T1,Kayserispor v Karagumruk,away,0.2544720119041691,0.2414419504881175,4.34425,4.5,0.025,0.04888419340800443,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.00535337427736775,0.2795181127062924,3.577585689592732,21.42965611243106,True,0.37,home,-0.37,False,data\historical_csv\football-data\2526\T1.csv,240
2026-03,2026-03-19,T1,Konyaspor v Genclerbirligi,away,0.22184300341296928,0.19264090499387287,5.29975,5.5,0.025,0.02094863624127785,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.016134732279397598,0.1961336598735635,5.09856391118508,3.945936391491811,True,0.12,home,-0.12,False,data\historical_csv\football-data\2526\T1.csv,242
