test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,predicted_closing_edge_pct,lower_closing_edge_pct,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2026-05,data\historical_csv\football-data\2526\P1.csv:287,data\historical_csv\football-data\2526\P1.csv,287,2026-05-03,P1,Sp Braga,Estoril,away,0.21771262542856376,0.21231887465578225,4.822,4.9,2.380161359018196,0.003393750772781498,6,0.0,BMGM,4.0-5.0,sportsbook,0.20738282870178348,1.0498102798165345,0.005393750772781508,0.01558821297616964,1.5731887797589794,0.04739878727099811,0.34250305953608595,0.16666666666666666,1.6175860638739215,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,4.55429715077972,4.55429715077972,0.12,0.21682765896055523,True,0.17876458867065187,5.593949044585987,-13.799715343011664,False,draw,False,-0.12
2026-05,data\historical_csv\football-data\2526\SC0.csv:210,data\historical_csv\football-data\2526\SC0.csv,210,2026-05-03,SC0,Hibernian,Celtic,home,0.2315777856023862,0.22600546225123158,4.528,4.6,2.335273307357655,0.0035723233511546276,6,0.0,BMGM,4.0-5.0,sportsbook,0.2208480565371025,1.0485842132076046,0.005572323351154623,0.015426019131594191,1.5102803409008818,0.05362827078450475,0.34974737698464314,0.16666666666666666,1.590106007067149,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,3.587077320298026,3.587077320298026,0.1,0.22877004708546383,True,0.18765983499340827,5.328790788050762,-15.027626714984743,False,away,False,-0.1
2026-05,data\historical_csv\football-data\2526\T1.csv:297,data\historical_csv\football-data\2526\T1.csv,297,2026-05-09,T1,Kocaelispor,Karagumruk,away,0.25452038480756173,0.250273020932567,4.038,4.1,1.0602458525705627,0.0022473638749947364,7,0.0,BMGM,4.0-5.0,sportsbook,0.24764735017335313,1.0277533138529342,0.004247363874994747,0.00882979914042613,1.3957495198906458,0.0647806262825893,0.3552467048975367,0.14285714285714285,1.535413571074784,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,3.448734671589727,3.448734671589727,0.11,0.25618805020205476,True,0.26454867169338464,3.780022759513278,6.824753629788716,True,away,True,0.33
2026-05,data\historical_csv\football-data\2526\G1.csv:225,data\historical_csv\football-data\2526\G1.csv,225,2026-05-13,G1,Volos NFC,Aris,home,0.2624762514124746,0.2533154704705338,4.2634,4.33,7.99851768040738,0.007160780941940779,6,0.0,B365,4.0-5.0,sportsbook,0.23455458085096403,1.1190412502719442,0.009160780941940783,0.027281633684594946,1.450066964016957,0.06889378255554458,0.38060814101223855,0.16666666666666666,1.5621335084674337,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,6.264852588157369,6.264852588157369,0.19,0.2492490795800473,True,0.29107930137240884,3.435489900123792,24.09874934711278,True,away,False,-0.19
2026-05,data\historical_csv\football-data\2526\SP1.csv:366,data\historical_csv\football-data\2526\SP1.csv,366,2026-05-17,SP1,Osasuna,Espanol,away,0.251450285289587,0.24627474317571527,4.2487,4.4,4.634750133066157,0.0031755421138717427,7,0.025,BFE,4.0-5.0,exchange,0.23536611198719606,1.0683368271098685,0.0051755421138717506,0.012628906386861226,1.4466130537918354,0.0632272459722147,0.3637512650795977,0.14285714285714285,3.561089274366269,away:4.0-5.0,away:exchange,exchange:4.0-5.0,4.0295903302621126,4.0295903302621126,0.12,0.24485040207654601,True,0.23301417818385203,4.291584348189248,-0.9992661150267756,False,away,True,0.39
