validation_start,validation_end,rule_key,odds_source,rule_label,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
2019-01,2019-12,"AVG_CLOSE::league|outcome|odds_bucket=JPN|away|[2.8,3.5)",AVG_CLOSE,"league|outcome|odds_bucket=JPN|away|[2.8,3.5)",195,32.2,16.51,40,27,13,2018-12,2.15,44.6779
2019-01,2019-12,"PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=RUS|home|[0.34,0.42)",144,19.08,13.25,33,20,13,2018-12,2.01,27.3825
2020-01,2020-12,"PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",156,17.2,11.03,29,18,11,2019-11,2.01,25.1359
2020-01,2020-12,"AVG_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=NOR|home|[1.8,2.2)",235,10.28,4.37,35,18,17,2019-12,1.97,6.4182
2021-01,2021-12,"PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=RUS|home|[0.34,0.42)",168,15.97,9.51,35,20,15,2020-12,4.95,19.601
2021-01,2021-12,"PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",166,12.54,7.55,28,16,12,2020-11,6.15,15.6298
2024-01,2024-12,"PS_CLOSE::league|outcome|odds_bucket=JPN|away|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=JPN|away|[2.8,3.5)",249,41.08,16.5,37,20,17,2023-12,0.96,22.663
2024-01,2024-12,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",143,14.78,10.34,37,21,16,2023-11,0.89,20.439
