test_month,date,league,match,outcome,probability,conservative_probability,odds,raw_odds,execution_cost_rate,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,stake,actual_outcome,profit,won,source_file,source_row
2026-01,2026-01-03,F2,Bastia v Grenoble,away,0.2765583089752307,0.2617323304282794,3.94,4.0,0.0,0.031225381887420856,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW', 'CL', 'LB']",0.00982597854695127,0.26343897299617924,3.7959455604714316,3.794955360494612,True,0.27,home,-0.27,False,data\historical_csv\football-data\2526\F2.csv,157
2026-01,2026-01-04,E2,Wycombe v AFC Wimbledon,away,0.21336422472160071,0.206040934827145,5.116,5.2,0.0,0.054105422575673856,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW', 'CL', 'LB']",0.0023232898944556997,0.20905614583950555,4.783403979750539,6.953124211491035,True,0.33,home,-0.33,False,data\historical_csv\football-data\2526\E2.csv,288
2026-01,2026-01-10,I2,Cesena v Empoli,away,0.25884029669553726,0.24710754079724134,4.1654,4.4,0.05,0.029301750436829144,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.006732755898295908,0.2234130838988453,4.4760135912754775,-6.939514032774985,False,0.23,away,0.73,True,data\historical_csv\football-data\2526\I2.csv,189
2026-01,2026-01-13,D1,Mainz v Heidenheim,away,0.20612508001293894,0.19847257681140867,5.4884,5.58,0.0,0.08929689057173551,PS,"['B365', 'BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.002652503201530277,0.2081399264761562,4.804460234661208,14.23551724717358,True,0.5,home,-0.5,False,data\historical_csv\football-data\2526\D1.csv,146
2026-01,2026-01-18,B1,Charleroi v Standard,away,0.20688022810156417,0.19778672872440511,5.1895,5.5,0.05,0.026414228715300192,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.004093499377159065,0.22965463846061332,4.354364478344747,19.179274629135268,True,0.16,home,-0.16,False,data\historical_csv\football-data\2526\B1.csv,168
2026-01,2026-01-19,T1,Goztep v Rizespor,away,0.2392388211647393,0.22294570914675382,4.6309000000000005,4.9,0.05,0.03243928448770239,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.011293112017985458,0.24523367773387328,4.077743355809378,13.565263821779382,True,0.22,home,-0.22,False,data\historical_csv\football-data\2526\T1.csv,163
2026-01,2026-01-23,F2,Annecy v Clermont,away,0.2533716320387636,0.24555393448674126,4.136,4.2,0.0,0.015611073037161916,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW', 'CL', 'LB']",0.002817697552022365,0.23848118980569738,4.193202830020893,-1.3641798963635599,False,0.12,home,-0.12,False,data\historical_csv\football-data\2526\F2.csv,174
2026-01,2026-01-24,SP1,Vallecano v Osasuna,away,0.2631981637337414,0.25641245034034804,3.94,4.0,0.0,0.010265054340971247,BFD,"['B365', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0017857133933933383,0.2700669884071149,3.7027850234421877,6.406393432403279,True,0.09,away,0.26,True,data\historical_csv\football-data\2526\SP1.csv,202
2026-01,2026-01-25,T1,Rizespor v Alanyaspor,away,0.25700934579439255,0.25067211414448815,4.444700000000001,4.7,0.05,0.11416234573800677,BFE,"['B365', 'BFD', 'BMGM', 'BW']",0.001337231649904402,0.22669792936681343,4.411156302984702,0.7604286656675896,True,0.83,draw,-0.83,False,data\historical_csv\football-data\2526\T1.csv,170
2026-01,2026-01-31,E2,Wigan v Lincoln,away,0.42891681863156994,0.4206239993459098,2.568,2.6,0.0,0.08016243032029635,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.003292819285660128,0.4367218486645365,2.289786973236917,12.150170737052978,True,1.28,away,2.01,True,data\historical_csv\football-data\2526\E2.csv,340
2026-01,2026-01-31,E2,Luton v Blackpool,home,0.565474135442819,0.557315811964039,1.8330000000000002,1.85,0.0,0.02155988333008363,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0031583234787800323,0.567207451244742,1.7630233837822311,3.969125813161223,True,0.65,home,0.54,True,data\historical_csv\football-data\2526\E2.csv,336
2026-01,2026-01-31,E3,Fleetwood Town v Notts County,away,0.4375171622259914,0.4212845254844459,2.4210000000000003,2.45,0.0,0.01992983619784372,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0112326367415455,0.4393739969176502,2.275965366670129,6.372444653763121,True,0.35,away,0.5,True,data\historical_csv\football-data\2526\E3.csv,334
2026-02,2026-02-07,I2,Modena v Sampdoria,away,0.20679832059933648,0.19106689418235434,5.41,5.5,0.0,0.0336718975265371,B365,"['BFD', 'BFE', 'BMGM', 'BV', 'BW']",0.007154284277988095,0.1822826061607474,5.485986957626346,-1.3851100670356553,False,0.19,away,0.84,True,data\historical_csv\football-data\2526\I2.csv,228
2026-02,2026-02-21,E3,Notts County v Tranmere,away,0.2054546726108896,0.19416437995006397,5.4688,5.8,0.05,0.06184616107090979,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.004193528440550411,0.1868097911098315,5.353038478652694,2.162538562144656,True,0.35,home,-0.35,False,data\historical_csv\football-data\2526\E3.csv,392
2026-03,2026-03-07,E2,Blackpool v Wigan,away,0.34167230793122233,0.3349749895957043,3.058,3.1,0.0,0.024353518183663825,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0011315455570119995,0.35305497849432915,2.8324200504541595,7.964212423565842,True,0.3,draw,-0.3,False,data\historical_csv\football-data\2526\E2.csv,411
2026-03,2026-03-08,T1,Konyaspor v Kasimpasa,away,0.25734124442500017,0.2483776295404828,4.2585,4.5,0.05,0.05771613539814591,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026424099230115752,0.21317977018778153,4.690876620793521,-9.217394865533246,False,0.44,draw,-0.44,False,data\historical_csv\football-data\2526\T1.csv,222
2026-03,2026-03-08,B1,Gent v Mechelen,away,0.2695269982574083,0.260923918187273,3.9792,4.2,0.05,0.03826845525079681,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0024020533800901936,0.2785995714754328,3.589380969626441,10.86034148150421,True,0.32,home,-0.32,False,data\historical_csv\football-data\2526\B1.csv,223
2026-03,2026-03-09,P1,Tondela v Rio Ave,away,0.2706393745293617,0.25781994896556903,3.9792,4.2,0.05,0.02591714092379238,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005212950375861788,0.26758175773409854,3.737175540171615,6.476133037552501,True,0.22,away,0.66,True,data\historical_csv\football-data\2526\P1.csv,226
2026-03,2026-03-19,T1,Kayserispor v Karagumruk,away,0.2544720119041691,0.2414419504881175,4.2585,4.5,0.05,0.0281805461536484,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.00535337427736775,0.2795181127062924,3.577585689592732,19.032788295974612,True,0.22,home,-0.22,False,data\historical_csv\football-data\2526\T1.csv,240
