label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.8,3.3)",256,93,0.3633,0.3068,3.1059,0.3224,0.0409,-0.0156,2560.0,328.4,12.83,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
"[3.3,3.5)",57,18,0.3158,0.21,3.3879,0.2952,0.0205,-0.0852,570.0,39.8,6.98,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
