window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,64,640.0,27.9,4.36,90.0,5,5,False
2023-02,2024-01,77,770.0,125.2,16.26,68.1,6,4,True
2023-08,2024-07,74,740.0,87.3,11.8,68.1,6,4,True
2024-02,2025-01,77,770.0,254.3,33.03,64.0,8,2,True
2024-08,2025-07,84,840.0,315.5,37.56,50.0,7,3,True
2025-02,2026-01,81,810.0,272.5,33.64,78.6,7,3,True
