columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|odds_bucket|market_prob_bucket,"home|[1.0,1.8)|[0.55,1.00]",1601,31.93,1.99,135,82,53,2026-05,-2.06,58.2194
outcome|odds_bucket,"home|[1.0,1.8)",1618,29.21,1.81,135,82,53,2026-05,-2.06,58.1986
league|outcome|odds_bucket,"USA|home|[1.0,1.8)",1618,29.21,1.81,135,82,53,2026-05,-2.06,58.1986
outcome|odds_bucket|favorite_relation,"home|[1.0,1.8)|market_favorite",1618,29.21,1.81,135,82,53,2026-05,-2.06,58.1986
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.55,1.00]",1633,27.83,1.7,135,81,54,2026-05,-2.42,54.1875
league|odds_bucket|market_prob_bucket,"USA|[1.0,1.8)|[0.55,1.00]",1633,27.83,1.7,135,81,54,2026-05,-2.42,54.1875
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.55,1.00]|market_favorite",1633,27.83,1.7,135,81,54,2026-05,-2.42,54.1875
odds_bucket,"[1.0,1.8)",1652,23.11,1.4,135,81,54,2026-05,-2.42,54.1539
league|odds_bucket,"USA|[1.0,1.8)",1652,23.11,1.4,135,81,54,2026-05,-2.42,54.1539
odds_bucket|favorite_relation,"[1.0,1.8)|market_favorite",1652,23.11,1.4,135,81,54,2026-05,-2.42,54.1539
league|odds_bucket|favorite_relation,"USA|[1.0,1.8)|market_favorite",1652,23.11,1.4,135,81,54,2026-05,-2.42,54.1539
outcome|odds_bucket|favorite_relation,"home|[2.8,3.5)|market_non_favorite",506,52.52,10.38,124,74,50,2026-05,-5.2,49.1417
outcome|odds_bucket,"home|[2.8,3.5)",554,50.13,9.05,125,74,50,2026-05,-5.2,48.9954
league|outcome|odds_bucket,"USA|home|[2.8,3.5)",554,50.13,9.05,125,74,50,2026-05,-5.2,48.9954
outcome|favorite_relation,home|market_non_favorite,800,60.64,7.58,128,75,52,2026-05,-3.7,46.8338
league|outcome|favorite_relation,USA|home|market_non_favorite,800,60.64,7.58,128,75,52,2026-05,-3.7,46.8338
outcome|market_prob_bucket,"home|[0.28,0.34)",387,63.36,16.37,114,67,45,2026-05,-7.0,45.8009
league|outcome|market_prob_bucket,"USA|home|[0.28,0.34)",387,63.36,16.37,114,67,45,2026-05,-7.0,45.8009
outcome|market_prob_bucket|favorite_relation,"home|[0.28,0.34)|market_non_favorite",387,63.36,16.37,114,67,45,2026-05,-7.0,45.8009
outcome|odds_bucket|market_prob_bucket,"home|[2.8,3.5)|[0.28,0.34)",364,50.74,13.94,111,65,43,2026-05,-7.0,45.5334
odds_bucket|market_prob_bucket,"[1.8,2.2)|[0.42,0.55)",1941,38.16,1.97,139,80,59,2026-05,-4.88,42.2163
league|odds_bucket|market_prob_bucket,"USA|[1.8,2.2)|[0.42,0.55)",1941,38.16,1.97,139,80,59,2026-05,-4.88,42.2163
odds_bucket|market_prob_bucket|favorite_relation,"[1.8,2.2)|[0.42,0.55)|market_favorite",1941,38.16,1.97,139,80,59,2026-05,-4.88,42.2163
odds_bucket,"[1.8,2.2)",2117,40.42,1.91,140,80,60,2026-05,-4.88,40.21
league|odds_bucket,"USA|[1.8,2.2)",2117,40.42,1.91,140,80,60,2026-05,-4.88,40.21
odds_bucket|favorite_relation,"[1.8,2.2)|market_favorite",2117,40.42,1.91,140,80,60,2026-05,-4.88,40.21
league|odds_bucket|favorite_relation,"USA|[1.8,2.2)|market_favorite",2117,40.42,1.91,140,80,60,2026-05,-4.88,40.21
outcome,home,6034,126.86,2.1,143,81,62,2026-05,-8.37,38.2313
