test_month,date,league,match,outcome,probability,conservative_probability,odds,raw_odds,execution_cost_rate,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,stake,actual_outcome,profit,won,source_file,source_row
2026-03,2026-03-01,B1,Westerlo v St. Gilloise,home,0.21306107252994455,0.2041338174543811,5.018,5.1,0.0,0.02434349598608443,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW', 'CL', 'LB']",0.003927255075563427,0.15,draw,-0.15,False,data\historical_csv\football-data\2526\B1.csv,215
2026-03,2026-03-01,T1,Samsunspor v Gaziantep,away,0.20453523072718297,0.1961328961978371,5.1895,5.5,0.05,0.017831664818675597,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0034023345293458496,0.11,draw,-0.11,False,data\historical_csv\football-data\2526\T1.csv,217
2026-03,2026-03-07,E2,Blackpool v Wigan,away,0.34167230793122233,0.3355407623742103,3.058,3.1,0.0,0.02608365134033508,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0011315455570119995,0.32,draw,-0.32,False,data\historical_csv\football-data\2526\E2.csv,411
2026-03,2026-03-07,I2,Modena v Cesena,away,0.21230769230769234,0.19569610168372398,5.165,5.25,0.0,0.010770365196434373,B365,"['BFD', 'BFE', 'BMGM', 'BV', 'BW']",0.01161159062396836,0.06,draw,-0.06,False,data\historical_csv\football-data\2526\I2.csv,286
2026-03,2026-03-08,T1,Konyaspor v Kasimpasa,away,0.25734124442500017,0.2496988345019886,4.2585,4.5,0.05,0.06334248672671827,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026424099230115752,0.49,draw,-0.49,False,data\historical_csv\football-data\2526\T1.csv,222
2026-03,2026-03-08,B1,Gent v Mechelen,away,0.2695269982574083,0.2621249448773181,3.9792,4.2,0.05,0.04304758065582415,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0024020533800901936,0.36,home,-0.36,False,data\historical_csv\football-data\2526\B1.csv,223
2026-03,2026-03-09,P1,Tondela v Rio Ave,away,0.2706393745293617,0.2604264241534999,3.9792,4.2,0.05,0.03628882699160685,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005212950375861788,0.3,away,0.89,True,data\historical_csv\football-data\2526\P1.csv,226
2026-03,2026-03-15,T1,Samsunspor v Kayserispor,away,0.243697832668504,0.23356339492248043,4.3515999999999995,4.6,0.05,0.016374469344665687,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0051344377460235706,0.12,home,-0.12,False,data\historical_csv\football-data\2526\T1.csv,235
2026-03,2026-03-15,I1,Como v Roma,home,0.4504923328984877,0.44470375299129117,2.274,2.3,0.0,0.01125633430219608,LB,"['B365', 'BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL']",0.0007885799071965764,0.22,home,0.28,True,data\historical_csv\football-data\2526\I1.csv,289
2026-03,2026-03-19,T1,Konyaspor v Genclerbirligi,away,0.22184300341296928,0.20070827113357168,5.1895,5.5,0.05,0.04157557304767012,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.016134732279397598,0.25,home,-0.25,False,data\historical_csv\football-data\2526\T1.csv,242
2026-03,2026-03-19,T1,Kayserispor v Karagumruk,away,0.2544720119041691,0.24411863762680136,4.2585,4.5,0.05,0.03957921833373357,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.00535337427736775,0.3,home,-0.3,False,data\historical_csv\football-data\2526\T1.csv,240
