window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,70,700.0,35.3,5.04,110.0,6,4,False
2023-02,2024-01,85,850.0,79.1,9.31,88.1,6,4,True
2023-08,2024-07,82,820.0,39.7,4.84,88.1,5,5,False
2024-02,2025-01,87,870.0,286.2,32.9,84.0,8,2,True
2024-08,2025-07,93,930.0,325.0,34.95,60.0,7,3,True
2025-02,2026-01,90,900.0,274.8,30.53,80.0,7,3,True
