test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,direct_staking_probability,direct_unshrunk_market_staking_probability,direct_market_staking_probability,direct_market_calibration_weight,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,movement_market_staking_probability,movement_unshrunk_market_staking_probability,movement_market_calibration_weight,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,calibration_reliability_multiplier,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2022-03,data\historical_csv\football-data\2122\I2.csv:274,data\historical_csv\football-data\2122\I2.csv,274,2022-03-05,I2,Parma,Reggina,home,0.5693915641277388,0.5562253432573707,1.882,1.9,4.681609601037162,0.0111662208703681,5,0.0,WH,1.5-2.0,sportsbook,0.5313496280552604,1.0715949236884044,0.0131662208703681,0.0196107943528701,0.6323350411631878,0.3242067532998329,0.3600462381406856,0.2,0.9564293304994642,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,8.336532566827,6.245623798902872,0.5645357268804616,0.5815054976664074,0.5809921954647757,0.969751966122202,lower_clv,True,7.583374897935946,6.543740264394127,0.5661197676110209,0.5810401095824574,0.5815054976664074,0.969751966122202,7.959953732381473,0.7531576688910535,6.245623798902872,0.5815054976664074,0.5645357268804616,0.969751966122202,0.969751966122202,7.78,model_agreement_0.75_kelly,draw,17.666299931581374,True,0.6252194470328447,1.599438412777757,False,-7.78
2022-03,data\historical_csv\football-data\2122\SP2.csv:342,data\historical_csv\football-data\2122\SP2.csv,342,2022-03-13,SP2,Oviedo,Valladolid,away,0.3898485744784831,0.3784821604571512,2.8424,2.88,7.579769288340654,0.0093664140213319,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.1081055880976405,0.0113664140213319,0.0240257747097364,1.04464876572468,0.1519819110229054,0.4072548321484734,0.2,1.3228257810301347,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,8.003284425479405,5.912375657555278,0.3726160134307461,0.3840056088833416,0.3836610960142371,0.969751966122202,lower_clv,True,8.157134217455031,6.586965523310884,0.3749893242446907,0.3837328840001398,0.3840056088833416,0.969751966122202,8.080209321467219,0.15384979197562565,5.912375657555278,0.3840056088833416,0.3726160134307461,0.969751966122202,0.969751966122202,3.61,model_agreement_0.75_kelly,home,12.73410782980051,True,0.3966159155284285,2.521330992649795,False,-3.61
2022-03,data\historical_csv\football-data\2122\SP2.csv:340,data\historical_csv\football-data\2122\SP2.csv,340,2022-03-13,SP2,Sp Gijon,Tenerife,home,0.3700701946201881,0.3583544469822608,2.8424,2.88,1.858668010237796,0.0097157476379272,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.0518875211884224,0.0117157476379272,0.0262537966557905,1.04464876572468,0.1369519489462239,0.3865933720414716,0.2,1.3228257810301347,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.740183825189706,2.6492750572655783,0.3611359240686236,0.3623645324942142,0.3623273695049344,0.969751966122202,lower_clv,True,4.381084565203031,2.810915871058905,0.3617046012913696,0.3623445708728335,0.3623645324942142,0.969751966122202,4.560634195196368,0.35909925998667536,2.6492750572655783,0.3623645324942142,0.3611359240686236,0.969751966122202,0.969751966122202,1.18,model_agreement_0.75_kelly,away,6.998798969320008,True,0.3764382175954124,2.656478416000732,False,-1.18
2022-03,data\historical_csv\football-data\2122\I2.csv:295,data\historical_csv\football-data\2122\I2.csv,295,2022-03-15,I2,Crotone,Frosinone,home,0.2980209107857554,0.2764918053676389,3.744,3.8,3.5185319296439976,0.0195291054181164,5,0.0,WH,3.0-4.0,sportsbook,0.2670940170940171,1.115790289981868,0.0215291054181164,0.0655293125795316,1.3201545586153456,0.0888164632655711,0.3934336639365122,0.2,1.4957264957264904,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,8.194120830193855,6.103212062269727,0.2833953313628999,0.2843292880943487,0.2843010377394955,0.969751966122202,lower_clv,True,8.595432182698627,6.527211105131903,0.2845278074389207,0.2843352929142088,0.2843292880943487,0.969751966122202,8.394776506446242,0.4013113525047718,6.103212062269727,0.2843292880943487,0.2833953313628999,0.969751966122202,0.969751966122202,1.71,model_agreement_0.75_kelly,home,17.183185744017226,True,0.3129892781624392,3.194997623787634,True,4.69
2022-03,data\historical_csv\football-data\2122\I2.csv:292,data\historical_csv\football-data\2122\I2.csv,292,2022-03-15,I2,Cittadella,Reggina,home,0.5396805484843955,0.5319979241675219,1.931,1.95,2.728799156748485,0.0056826243168735,5,0.0,WH,1.5-2.0,sportsbook,0.5178663904712584,1.0421231391233678,0.0076826243168736,0.0105296074369037,0.6580380034463774,0.291255094412418,0.3551303106235175,0.2,0.9839461418953864,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,6.4889829854533945,4.398074217529267,0.5406425386718242,0.5489345673535466,0.5486837497890662,0.969751966122202,lower_clv,True,5.245587858285949,4.178885160427681,0.5395074322135043,0.54864941505046,0.5489345673535466,0.969751966122202,5.867285421869672,1.243395127167445,4.178885160427681,0.5489345673535466,0.5395074322135043,0.969751966122202,0.969751966122202,4.69,model_agreement_0.75_kelly,draw,7.569675200405102,True,0.5570671942019942,1.7951155810431676,False,-4.69
2022-03,data\historical_csv\football-data\2122\E1.csv:450,data\historical_csv\football-data\2122\E1.csv,450,2022-03-19,E1,Bristol City,West Brom,away,0.4640458126677398,0.4505516085471336,2.4210000000000003,2.45,9.07854442926106,0.0114942041206062,5,0.0,IW,2.0-3.0,sportsbook,0.413052457662123,1.1234549124685984,0.0134942041206062,0.0247695460379818,0.8841806779559216,0.2153385162544631,0.4103003412471688,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,7.349546857929657,5.25863809000553,0.4347733915324474,0.4656324157412891,0.4646989909315843,0.969751966122202,lower_clv,True,9.09540370479871,7.758020363775997,0.4450971514406278,0.4650112643710332,0.4656324157412891,0.969751966122202,8.222475281364183,1.745856846869052,5.25863809000553,0.4656324157412891,0.4347733915324474,0.969751966122202,0.969751966122202,6.52,model_agreement_0.75_kelly,draw,20.831584366779232,True,0.4990978288590632,2.003615207635742,False,-6.52
2022-03,data\historical_csv\football-data\2122\I1.csv:293,data\historical_csv\football-data\2122\I1.csv,293,2022-03-20,I1,Empoli,Verona,home,0.3590874588218956,0.3513918061975577,3.058,3.1,7.455614335213134,0.0056956526243379,5,0.0,BW,3.0-4.0,sportsbook,0.3270111183780249,1.0980894490773567,0.0076956526243379,0.0158614635081503,1.1177611075068703,0.1289438030831665,0.4013739956645898,0.2,1.373446697187708,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,8.875374797455043,6.784466029530916,0.3491970766171711,0.3503808647135736,0.3503450574511295,0.969751966122202,lower_clv,True,9.036343282844172,7.34707510570769,0.351036870849273,0.3504007076093903,0.3503808647135736,0.969751966122202,8.955859040149608,0.16096848538912845,6.784466029530916,0.3503808647135736,0.3491970766171711,0.969751966122202,0.969751966122202,2.53,model_agreement_0.75_kelly,draw,10.6028866762631,True,0.3616837366784274,2.7648464627788853,False,-2.53
2022-03,data\historical_csv\football-data\2122\SP2.csv:356,data\historical_csv\football-data\2122\SP2.csv,356,2022-03-26,SP2,Eibar,Lugo,home,0.5854352586387034,0.5744339290115107,1.784,1.8,2.479012935653513,0.0090013296271926,5,0.0,WH,1.5-2.0,sportsbook,0.5605381165919282,1.0444165014114468,0.0110013296271926,0.0153754484281031,0.5788580341578177,0.3427344420573655,0.3388839029422734,0.2,0.8968609865470878,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,6.450947629632597,4.360038861708469,0.584977796310025,0.5990297819885544,0.5986047370496999,0.969751966122202,lower_clv,True,5.338178557369355,4.352680052460434,0.5849365473792625,0.5986034893506447,0.5990297819885544,0.969751966122202,5.894563093500976,1.1127690722632417,4.352680052460434,0.5990297819885544,0.5849365473792625,0.969751966122202,0.969751966122202,6.37,model_agreement_0.75_kelly,home,3.270400975102916,True,0.5788699606227742,1.727503702082166,True,4.99
2022-03,data\historical_csv\football-data\2122\SP2.csv:355,data\historical_csv\football-data\2122\SP2.csv,355,2022-03-26,SP2,Ibiza,Sociedad B,home,0.5433938829374321,0.5374648394779583,1.8918,1.91,1.6775983324401444,0.0039290434594737,5,0.0,WH,1.5-2.0,sportsbook,0.528597103287874,1.027992547741034,0.0059290434594737,0.0072305625492773,0.637528756796933,0.2952769120138196,0.3464292266401592,0.2,0.9620467279839228,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,5.587583071459398,3.4966743035352703,0.5470804223677729,0.5530124371338895,0.5528330053502803,0.969751966122202,lower_clv,True,4.115484020800286,3.070435774395164,0.5448273378496414,0.5527648539734464,0.5530124371338895,0.969751966122202,4.851533546129842,1.4720990506591116,3.070435774395164,0.5530124371338895,0.5448273378496414,0.969751966122202,0.969751966122202,3.77,model_agreement_0.75_kelly,draw,-3.1481687807559,False,0.5119559743061851,1.9532929591362296,False,-3.77
2022-03,data\historical_csv\football-data\2122\SP2.csv:359,data\historical_csv\football-data\2122\SP2.csv,359,2022-03-27,SP2,Mirandes,Ponferradina,home,0.43005259638776,0.4143289447340609,2.519,2.55,4.369461178509937,0.0137236516536991,5,0.0,WH,2.0-3.0,sportsbook,0.3969829297340214,1.0833024903007675,0.0157236516536991,0.0319115656293472,0.9238619973704733,0.1849452356598536,0.3973092506731539,0.2,1.2306470821754625,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,7.203663122330394,5.112754354406267,0.4172796917602471,0.4281759564773862,0.4278463658930807,0.969751966122202,lower_clv,True,7.052731924449462,5.661212454793851,0.4194569767955293,0.4279122244845896,0.4281759564773862,0.969751966122202,7.128197523389929,0.150931197880932,5.112754354406267,0.4281759564773862,0.4172796917602471,0.969751966122202,0.969751966122202,3.76,model_agreement_0.75_kelly,home,14.202491532963668,True,0.4533643967168069,2.2057312114533945,True,5.71
